cID_DI,BP,RI,sense,DVG_type,length_dvg,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector
--_1020_14838,1020,14838,--,Deletion_reverse,1567,1,0.00013176966662274345,0.00012978585334198572,0.004761108523184123,1,0.00013287270794578793,0.00012504689258471927,0.007484047378809699
--_10210_10050,10210,10050,--,Insertion_reverse,15545,0,0.0,0.0,0.0,1,0.00012923235978288964,0.0,0.007484047378809699
--_10211_10046,10211,10046,--,Insertion_reverse,15550,0,0.0,0.0,0.0,1,0.00012569130216189038,0.0,0.007484047378809699
--_10226_10228,10226,10228,--,Deletion_reverse,15383,1,0.0001793400286944046,0.0001394700139470014,0.004761108523184123,0,0.0,0.00012642225031605562,0.0
--_10227_15093,10227,15093,--,Deletion_reverse,10519,0,0.0,0.0,0.0,1,0.0001258970162407151,0.0,0.007484047378809699
--_10229_15095,10229,15095,--,Deletion_reverse,10519,0,0.0,0.0,0.0,1,0.00012504689258471927,0.0,0.007484047378809699
--_1022_13545,1022,13545,--,Deletion_reverse,2862,1,0.0001266784899923993,0.00013458950201884252,0.004761108523184123,2,0.00025040691123075,0.00012751849018107625,0.014968094757619397
--_10230_15096,10230,15096,--,Deletion_reverse,10519,1,0.00013723068478111705,0.0001289490651192779,0.004761108523184123,0,0.0,0.00012498437695288088,0.0
--_10231_10233,10231,10233,--,Deletion_reverse,15383,2,0.0002744613695622341,0.000274914089347079,0.009522217046368246,0,0.0,0.0002565418163160595,0.0
--_10240_10240,10240,10240,--,Insertion_reverse,15385,1,0.00013736263736263736,0.00013736263736263736,0.004761108523184123,0,0.0,0.0001259287243420224,0.0
--_1025_14010,1025,14010,--,Deletion_reverse,2400,0,0.0,0.0,0.0,2,0.0002538071065989848,0.0,0.014968094757619397
--_10293_10158,10293,10158,--,Insertion_reverse,15520,0,0.0,0.0,0.0,4,0.0005006884466140943,0.0,0.029936189515238795
--_10319_10489,10319,10489,--,Deletion_reverse,15215,0,0.0,0.0,0.0,1,0.00012923235978288964,0.0,0.007484047378809699
--_1033_1035,1033,1035,--,Deletion_reverse,15383,1,0.00012682308180088776,0.00012658227848101267,0.004761108523184123,0,0.0,0.00012627857052658164,0.0
--_10340_10342,10340,10342,--,Deletion_reverse,15383,1,0.0001479727730097662,0.0001482799525504152,0.004761108523184123,0,0.0,0.00012613521695257316,0.0
--_10344_15261,10344,15261,--,Deletion_reverse,10468,0,0.0,0.0,0.0,2,0.00025506950644050506,0.0,0.014968094757619397
--_1035_14350,1035,14350,--,Deletion_reverse,2070,0,0.0,0.0,0.0,1,0.00012627857052658164,0.0,0.007484047378809699
--_10371_10296,10371,10296,--,Insertion_reverse,15460,0,0.0,0.0,0.0,1,0.00012623074981065388,0.0,0.007484047378809699
--_1037_14165,1037,14165,--,Deletion_reverse,2257,1,0.00012845215157353886,0.0001316829075585989,0.004761108523184123,0,0.0,0.00013747594171020073,0.0
--_1037_14352,1037,14352,--,Deletion_reverse,2070,0,0.0,0.0,0.0,16,0.002043944813490036,0.0,0.11974475806095518
--_1037_14939,1037,14939,--,Deletion_reverse,1483,0,0.0,0.0,0.0,1,0.00012774655084312725,0.0,0.007484047378809699
--_1038_14940,1038,14940,--,Deletion_reverse,1483,1,0.00013071895424836603,0.00012883277505797475,0.004761108523184123,3,0.0004005875283749499,0.00012577034335303736,0.022452142136429095
--_10395_10052,10395,10052,--,Insertion_reverse,15728,0,0.0,0.0,0.0,1,0.0001322226629644321,0.0,0.007484047378809699
--_1040_1042,1040,1042,--,Deletion_reverse,15383,1,0.00012721027859051011,0.00012784454103809768,0.004761108523184123,0,0.0,0.00012575452716297788,0.0
--_10417_470,10417,470,--,Insertion_reverse,25332,0,0.0,0.0,0.0,1,0.00012812299807815503,0.0,0.007484047378809699
--_10451_14340,10451,14340,--,Deletion_reverse,11496,0,0.0,0.0,0.0,1,0.000129366106080207,0.0,0.007484047378809699
--_10453_14800,10453,14800,--,Deletion_reverse,11038,0,0.0,0.0,0.0,2,0.0002516989680342311,0.0,0.014968094757619397
--_10469_10274,10469,10274,--,Insertion_reverse,15580,0,0.0,0.0,0.0,2,0.00025422651582560063,0.0,0.014968094757619397
--_10469_10334,10469,10334,--,Insertion_reverse,15520,0,0.0,0.0,0.0,3,0.0003813397737384009,0.0,0.022452142136429095
--_10472_10337,10472,10337,--,Insertion_reverse,15520,3,0.0004257130693912303,0.0004405286343612335,0.014283325569552368,0,0.0,0.0003790271636133923,0.0
--_10473_10278,10473,10278,--,Insertion_reverse,15580,1,0.000142025280499929,0.00013706140350877192,0.004761108523184123,0,0.0,0.00012838618564642445,0.0
--_1047_15156,1047,15156,--,Deletion_reverse,1276,0,0.0,0.0,0.0,1,0.00012682308180088776,0.0,0.007484047378809699
--_10487_13799,10487,13799,--,Deletion_reverse,12073,0,0.0,0.0,0.0,2,0.000250689395838556,0.0,0.014968094757619397
--_10488_10490,10488,10490,--,Deletion_reverse,15383,1,0.0001371177841766077,0.00013717421124828533,0.004761108523184123,0,0.0,0.0001255020080321285,0.0
--_10488_10491,10488,10491,--,Deletion_reverse,15382,3,0.00041135335252982314,0.0004114661911946235,0.014283325569552368,0,0.0,0.00037702651753173305,0.0
--_1048_14863,1048,14863,--,Deletion_reverse,1570,0,0.0,0.0,0.0,1,0.00012504689258471927,0.0,0.007484047378809699
--_10492_14978,10492,14978,--,Deletion_reverse,10899,0,0.0,0.0,0.0,1,0.00012623074981065388,0.0,0.007484047378809699
--_1049_1051,1049,1051,--,Deletion_reverse,15383,2,0.0002722570106180234,0.0002689256420599704,0.009522217046368246,0,0.0,0.0002502815667626079,0.0
--_1050_1054,1050,1054,--,Deletion_reverse,15381,2,0.0002702702702702703,0.00025342118601115053,0.009522217046368246,0,0.0,0.0002501250625312656,0.0
--_1050_13405,1050,13405,--,Deletion_reverse,3030,2,0.0002702702702702703,0.00027199782401740786,0.009522217046368246,2,0.0002501876407305479,0.00025154068670607473,0.014968094757619397
--_1050_13775,1050,13775,--,Deletion_reverse,2660,0,0.0,0.0,0.0,1,0.00012509382036527395,0.0,0.007484047378809699
--_1051_14084,1051,14084,--,Deletion_reverse,2352,3,0.0004033884630899556,0.0003958305845098298,0.014283325569552368,8,0.0010011262670504317,0.0003752814610958219,0.05987237903047759
--_1051_851,1051,851,--,Insertion_reverse,15585,0,0.0,0.0,0.0,1,0.00012514078338130396,0.0,0.007484047378809699
--_10526_10528,10526,10528,--,Deletion_reverse,15383,1,0.00014204545454545454,0.00013736263736263736,0.004761108523184123,0,0.0,0.00012512512512512512,0.0
--_1052_1055,1052,1055,--,Deletion_reverse,15382,7,0.0009308510638297873,0.0008875364523900089,0.03332775966228886,0,0.0,0.0008755472170106316,0.0
--_1052_12723,1052,12723,--,Deletion_reverse,3714,4,0.0005319148936170213,0.00055005500550055,0.01904443409273649,5,0.0006250781347668458,0.0005000625078134767,0.03742023689404849
--_1052_13635,1052,13635,--,Deletion_reverse,2802,1,0.00013297872340425532,0.00013489815189531904,0.004761108523184123,1,0.00012501562695336918,0.00012608750472828143,0.007484047378809699
--_10531_12868,10531,12868,--,Deletion_reverse,13048,0,0.0,0.0,0.0,2,0.0002512562814070352,0.0,0.014968094757619397
--_10539_10541,10539,10541,--,Deletion_reverse,15383,1,0.000146864444118079,0.0001381406271584473,0.004761108523184123,0,0.0,0.000125344697919278,0.0
--_1053_12070,1053,12070,--,Deletion_reverse,4368,0,0.0,0.0,0.0,1,0.00012509382036527395,0.0,0.007484047378809699
--_1053_13411,1053,13411,--,Deletion_reverse,3027,0,0.0,0.0,0.0,2,0.0002501876407305479,0.0,0.014968094757619397
--_10547_10549,10547,10549,--,Deletion_reverse,15383,1,0.0001417233560090703,0.00013833171946327292,0.004761108523184123,0,0.0,0.00012637432073802604,0.0
--_1054_14632,1054,14632,--,Deletion_reverse,1807,0,0.0,0.0,0.0,11,0.001375687843921961,0.0,0.08232452116690668
--_10550_8803,10550,8803,--,Insertion_reverse,17132,0,0.0,0.0,0.0,1,0.00012517211165352359,0.0,0.007484047378809699
--_10556_13609,10556,13609,--,Deletion_reverse,12332,0,0.0,0.0,0.0,1,0.000127000254000508,0.0,0.007484047378809699
--_10644_10646,10644,10646,--,Deletion_reverse,15383,1,0.0001397233477714126,0.00013791201213625708,0.004761108523184123,0,0.0,0.00012554927809165097,0.0
--_10644_10647,10644,10647,--,Deletion_reverse,15382,4,0.0005588933910856504,0.0005514199062586159,0.01904443409273649,0,0.0,0.000503651473180559,0.0
--_10647_10649,10647,10649,--,Deletion_reverse,15383,1,0.00013785497656465398,0.00014122299110295156,0.004761108523184123,0,0.0,0.00012810658467845247,0.0
--_10649_10652,10649,10652,--,Deletion_reverse,15382,4,0.0005648919644118063,0.0005560962046434033,0.01904443409273649,0,0.0,0.0005006884466140943,0.0
--_10652_15253,10652,15253,--,Deletion_reverse,10784,0,0.0,0.0,0.0,3,0.0003755163349605708,0.0,0.022452142136429095
--_10653_10656,10653,10656,--,Deletion_reverse,15382,0,0.0,0.0,0.0,1,0.000125344697919278,0.0,0.007484047378809699
--_10654_10656,10654,10656,--,Deletion_reverse,15383,1,0.00013871549452073797,0.00013768415255404102,0.004761108523184123,0,0.0,0.00012656625743576763,0.0
--_10656_13933,10656,13933,--,Deletion_reverse,12108,0,0.0,0.0,0.0,1,0.00012656625743576763,0.0,0.007484047378809699
--_1065_12826,1065,12826,--,Deletion_reverse,3624,0,0.0,0.0,0.0,2,0.0002505323813102844,0.0,0.014968094757619397
--_10679_10681,10679,10681,--,Deletion_reverse,15383,3,0.00042637862421830583,0.0004274722143060701,0.014283325569552368,0,0.0,0.0003845660812716318,0.0
--_10689_10691,10689,10691,--,Deletion_reverse,15383,2,0.00027590012415505585,0.0002818489289740699,0.009522217046368246,0,0.0,0.00026171159382360636,0.0
--_10690_10690,10690,10690,--,Insertion_reverse,15385,2,0.00028129395218002813,0.00028129395218002813,0.009522217046368246,0,0.0,0.0002610625244746117,0.0
--_10704_10625,10704,10625,--,Insertion_reverse,15464,1,0.00013732491073880802,0.00014742739200943535,0.004761108523184123,1,0.00012800819252432156,0.00012795905310300704,0.007484047378809699
--_10716_10592,10716,10592,--,Insertion_reverse,15509,0,0.0,0.0,0.0,2,0.00025,0.0,0.014968094757619397
--_1072_1074,1072,1074,--,Deletion_reverse,15383,1,0.00013036110024768608,0.00012671059300557527,0.004761108523184123,0,0.0,0.00012503125781445363,0.0
--_1072_14225,1072,14225,--,Deletion_reverse,2232,0,0.0,0.0,0.0,2,0.0002518257365902795,0.0,0.014968094757619397
--_10747_14444,10747,14444,--,Deletion_reverse,11688,0,0.0,0.0,0.0,1,0.00012540757461750688,0.0,0.007484047378809699
--_10760_14175,10760,14175,--,Deletion_reverse,11970,0,0.0,0.0,0.0,1,0.00012610340479192938,0.0,0.007484047378809699
--_10769_10771,10769,10771,--,Deletion_reverse,15383,1,0.0001374192661811186,0.00014060742407199101,0.004761108523184123,0,0.0,0.00012929919834497026,0.0
--_1076_1079,1076,1079,--,Deletion_reverse,15382,2,0.00025957170668397143,0.0002594370216629913,0.009522217046368246,0,0.0,0.00025154068670607473,0.0
--_10770_15278,10770,15278,--,Deletion_reverse,10877,0,0.0,0.0,0.0,1,0.000128915817970865,0.0,0.007484047378809699
--_1077_14710,1077,14710,--,Deletion_reverse,1752,0,0.0,0.0,0.0,7,0.0008781834148789362,0.0,0.05238833165166789
--_10792_10742,10792,10742,--,Insertion_reverse,15435,0,0.0,0.0,0.0,1,0.00012540757461750688,0.0,0.007484047378809699
--_10792_14713,10792,14713,--,Deletion_reverse,11464,0,0.0,0.0,0.0,1,0.00012540757461750688,0.0,0.007484047378809699
--_10794_10744,10794,10744,--,Insertion_reverse,15435,0,0.0,0.0,0.0,1,0.000131250820317627,0.0,0.007484047378809699
--_10797_10801,10797,10801,--,Deletion_reverse,15381,1,0.0001734304543877905,0.00025680534155110427,0.004761108523184123,0,0.0,0.00012618296529968455,0.0
--_1079_14712,1079,14712,--,Deletion_reverse,1752,1,0.00012971851083149564,0.00013034410844629823,0.004761108523184123,0,0.0,0.00012504689258471927,0.0
--_107_9054,107,9054,--,Deletion_reverse,6438,0,0.0,0.0,0.0,3,0.00040447620331670486,0.0,0.022452142136429095
--_10803_10753,10803,10753,--,Insertion_reverse,15435,1,0.0002486943546381497,0.0001368550704803613,0.004761108523184123,0,0.0,0.00013236267372600927,0.0
--_1081_13028,1081,13028,--,Deletion_reverse,3438,2,0.0002534533012292485,0.0002901494269548818,0.009522217046368246,4,0.0005005631335252158,0.00025406504065040653,0.029936189515238795
--_10834_10836,10834,10836,--,Deletion_reverse,15383,2,0.0005762028233938346,0.0002742355683532154,0.009522217046368246,0,0.0,0.0002690341673392521,0.0
--_10854_10547,10854,10547,--,Insertion_reverse,15692,0,0.0,0.0,0.0,2,0.0002528125395019593,0.0,0.014968094757619397
--_10859_10542,10859,10542,--,Insertion_reverse,15702,0,0.0,0.0,0.0,2,0.00027059937762143147,0.0,0.014968094757619397
--_1086_1136,1086,1136,--,Deletion_reverse,15335,0,0.0,0.0,0.0,2,0.00025072082236429733,0.0,0.014968094757619397
--_10870_10872,10870,10872,--,Deletion_reverse,15383,1,0.00015959144589849984,0.00015878056525881233,0.004761108523184123,0,0.0,0.00012822156686754713,0.0
--_10870_14748,10870,14748,--,Deletion_reverse,11507,0,0.0,0.0,0.0,1,0.00012838618564642445,0.0,0.007484047378809699
--_1087_1140,1087,1140,--,Deletion_reverse,15332,0,0.0,0.0,0.0,2,0.00025025025025025025,0.0,0.014968094757619397
--_10885_10889,10885,10889,--,Deletion_reverse,15381,1,0.00022706630336058128,0.00013702384214853386,0.004761108523184123,0,0.0,0.0001268713524486171,0.0
--_1088_1090,1088,1090,--,Deletion_reverse,15383,1,0.0001272264631043257,0.00013248542660307367,0.004761108523184123,0,0.0,0.00012623074981065388,0.0
--_1089_1092,1089,1092,--,Deletion_reverse,15382,1,0.0001271940981938438,0.00013252054068380598,0.004761108523184123,0,0.0,0.00012850167052171679,0.0
--_1089_1139,1089,1139,--,Deletion_reverse,15335,2,0.0002543881963876876,0.000253613999492772,0.009522217046368246,0,0.0,0.0002652519893899204,0.0
--_1089_1142,1089,1142,--,Deletion_reverse,15332,1,0.0001271940981938438,0.00012683916793505834,0.004761108523184123,0,0.0,0.00013319126265316994,0.0
--_1090_1139,1090,1139,--,Deletion_reverse,15336,1,0.00013248542660307367,0.000126806999746386,0.004761108523184123,1,0.00012623074981065388,0.0001326259946949602,0.007484047378809699
--_1091_13038,1091,13038,--,Deletion_reverse,3438,0,0.0,0.0,0.0,1,0.00012586532410320956,0.0,0.007484047378809699
--_1094_12897,1094,12897,--,Deletion_reverse,3582,0,0.0,0.0,0.0,2,0.00025081514923501377,0.0,0.014968094757619397
--_1095_12898,1095,12898,--,Deletion_reverse,3582,2,0.00026096033402922753,0.000273000273000273,0.009522217046368246,0,0.0,0.00025006251562890725,0.0
--_10970_13936,10970,13936,--,Deletion_reverse,12419,0,0.0,0.0,0.0,1,0.00012548625925461163,0.0,0.007484047378809699
--_10982_10984,10982,10984,--,Deletion_reverse,15383,1,0.00013917884481558804,0.00013700506918755994,0.004761108523184123,0,0.0,0.00012539184952978057,0.0
--_10987_10989,10987,10989,--,Deletion_reverse,15383,1,0.00013867702121758425,0.00014200511218403862,0.004761108523184123,0,0.0,0.00012743723716069835,0.0
--_10989_10991,10989,10991,--,Deletion_reverse,15383,1,0.00014200511218403862,0.00013829345871940258,0.004761108523184123,0,0.0,0.00012507817385866166,0.0
--_1098_14730,1098,14730,--,Deletion_reverse,1753,0,0.0,0.0,0.0,3,0.00037821482602118004,0.0,0.022452142136429095
--_10997_10999,10997,10999,--,Deletion_reverse,15383,4,0.0005576467307960407,0.0005505849965588438,0.01904443409273649,0,0.0,0.0005060088551549652,0.0
--_10998_11000,10998,11000,--,Deletion_reverse,15383,1,0.00014190435646374344,0.00013743815283122595,0.004761108523184123,0,0.0,0.00012588116817724068,0.0
--_1099_14731,1099,14731,--,Deletion_reverse,1753,1,0.0001301405517959396,0.0001302931596091205,0.004761108523184123,2,0.00025246149962130775,0.00012623074981065388,0.014968094757619397
--_109_14925,109,14925,--,Deletion_reverse,569,0,0.0,0.0,0.0,6,0.0008303349017437033,0.0,0.04490428427285819
--_11007_11009,11007,11009,--,Deletion_reverse,15383,1,0.00014664906877841325,0.0001508978421608571,0.004761108523184123,0,0.0,0.00013118194936376755,0.0
--_1100_12999,1100,12999,--,Deletion_reverse,3486,0,0.0,0.0,0.0,1,0.00012532898859506203,0.0,0.007484047378809699
--_1100_13167,1100,13167,--,Deletion_reverse,3318,1,0.00012691965985531158,0.000136332651670075,0.004761108523184123,2,0.00025065797719012406,0.00012517211165352359,0.014968094757619397
--_11028_11031,11028,11031,--,Deletion_reverse,15382,5,0.0008242664029014178,0.0006829668078131403,0.023805542615920616,0,0.0,0.0006508721687060661,0.0
--_1102_1104,1102,1104,--,Deletion_reverse,15383,4,0.0005096839959225281,0.0005209011590050788,0.01904443409273649,0,0.0,0.0005035880649628604,0.0
--_11048_14257,11048,14257,--,Deletion_reverse,12176,0,0.0,0.0,0.0,1,0.00012698412698412698,0.0,0.007484047378809699
--_11066_11068,11066,11068,--,Deletion_reverse,15383,1,0.00014952153110047846,0.00014304105278214847,0.004761108523184123,0,0.0,0.00012671059300557527,0.0
--_1106_14019,1106,14019,--,Deletion_reverse,2472,0,0.0,0.0,0.0,1,0.00012556504269211453,0.0,0.007484047378809699
--_1106_953,1106,953,--,Insertion_reverse,15538,0,0.0,0.0,0.0,1,0.00012556504269211453,0.0,0.007484047378809699
--_11078_11206,11078,11206,--,Deletion_reverse,15257,0,0.0,0.0,0.0,1,0.00012539184952978057,0.0,0.007484047378809699
--_1107_14020,1107,14020,--,Deletion_reverse,2472,1,0.0001266624445851805,0.00013189132155104195,0.004761108523184123,0,0.0,0.00012565971349585322,0.0
--_1108_1110,1108,1110,--,Deletion_reverse,15383,1,0.00012992074834351045,0.00012672665061462426,0.004761108523184123,0,0.0,0.00012501562695336918,0.0
--_1108_545,1108,545,--,Insertion_reverse,15948,1,0.00012992074834351045,0.00012656625743576763,0.004761108523184123,1,0.00012645422357106728,0.00012503125781445363,0.007484047378809699
--_1108_955,1108,955,--,Insertion_reverse,15538,1,0.00012992074834351045,0.0001263902932254803,0.004761108523184123,0,0.0,0.00012501562695336918,0.0
--_11101_11103,11101,11103,--,Deletion_reverse,15383,2,0.00027559597629874606,0.00028698522026115655,0.009522217046368246,0,0.0,0.00025396825396825396,0.0
--_11109_11111,11109,11111,--,Deletion_reverse,15383,1,0.0001375137513751375,0.00013691128148959474,0.004761108523184123,0,0.0,0.00012548625925461163,0.0
--_11114_11116,11114,11116,--,Deletion_reverse,15383,2,0.000273972602739726,0.00027495188342040145,0.009522217046368246,0,0.0,0.0002529404325281396,0.0
--_11115_14043,11115,14043,--,Deletion_reverse,12457,0,0.0,0.0,0.0,1,0.00012547051442910915,0.0,0.007484047378809699
--_1111_14485,1111,14485,--,Deletion_reverse,2011,0,0.0,0.0,0.0,1,0.00012569130216189038,0.0,0.007484047378809699
--_1112_14049,1112,14049,--,Deletion_reverse,2448,0,0.0,0.0,0.0,1,0.00012929919834497026,0.0,0.007484047378809699
--_11149_13537,11149,13537,--,Deletion_reverse,12997,0,0.0,0.0,0.0,1,0.00012685525815045033,0.0,0.007484047378809699
--_1115_971,1115,971,--,Insertion_reverse,15529,1,0.00012735608762098828,0.00012653422750854106,0.004761108523184123,1,0.00012631047113805733,0.00012504689258471927,0.007484047378809699
--_11165_1223,11165,1223,--,Insertion_reverse,25327,0,0.0,0.0,0.0,1,0.00012605571662674902,0.0,0.007484047378809699
--_11179_14685,11179,14685,--,Deletion_reverse,11879,0,0.0,0.0,0.0,1,0.00012683916793505834,0.0,0.007484047378809699
--_11196_10822,11196,10822,--,Insertion_reverse,15759,0,0.0,0.0,0.0,1,0.00012648621300278268,0.0,0.007484047378809699
--_1119_14266,1119,14266,--,Deletion_reverse,2238,0,0.0,0.0,0.0,1,0.00012830382345393893,0.0,0.007484047378809699
--_1121_14268,1121,14268,--,Deletion_reverse,2238,1,0.00014017381553125876,0.0001321353065539112,0.004761108523184123,1,0.00012695188523549576,0.00012597631645250694,0.007484047378809699
--_11225_11227,11225,11227,--,Deletion_reverse,15383,1,0.00013642564802182812,0.00013651877133105802,0.004761108523184123,0,0.0,0.00012758356723653993,0.0
--_11231_10982,11231,10982,--,Insertion_reverse,15634,0,0.0,0.0,0.0,1,0.000125,0.0,0.007484047378809699
--_11234_14799,11234,14799,--,Deletion_reverse,11820,0,0.0,0.0,0.0,1,0.0001278772378516624,0.0,0.007484047378809699
--_11237_11008,11237,11008,--,Insertion_reverse,15614,0,0.0,0.0,0.0,1,0.0001272264631043257,0.0,0.007484047378809699
--_11239_11241,11239,11241,--,Deletion_reverse,15383,1,0.00014166312508853945,0.0001422879908935686,0.004761108523184123,0,0.0,0.0001282051282051282,0.0
--_11241_10992,11241,10992,--,Insertion_reverse,15634,1,0.0001422879908935686,0.00013869625520110957,0.004761108523184123,0,0.0,0.00012648621300278268,0.0
--_11245_14785,11245,14785,--,Deletion_reverse,11845,0,0.0,0.0,0.0,7,0.000876533934385174,0.0,0.05238833165166789
--_11246_13234,11246,13234,--,Deletion_reverse,13397,2,0.0002759381898454746,0.00027693159789531985,0.009522217046368246,2,0.00025403277022735933,0.0002528125395019593,0.014968094757619397
--_11247_14787,11247,14787,--,Deletion_reverse,11845,4,0.0005523336095001381,0.000528052805280528,0.01904443409273649,0,0.0,0.0005264543300868649,0.0
--_11256_11124,11256,11124,--,Insertion_reverse,15517,1,0.00014257199885942402,0.00013704262025489926,0.004761108523184123,1,0.00012521913348359628,0.0001254390366281987,0.007484047378809699
--_1125_1127,1125,1127,--,Deletion_reverse,15383,8,0.0011795930404010617,0.0010134279199391944,0.03808886818547298,0,0.0,0.0010572221488040175,0.0
--_11271_11041,11271,11041,--,Insertion_reverse,15615,0,0.0,0.0,0.0,1,0.00012531328320802005,0.0,0.007484047378809699
--_11272_11099,11272,11099,--,Insertion_reverse,15558,0,0.0,0.0,0.0,2,0.00025106703489831785,0.0,0.014968094757619397
--_11280_11186,11280,11186,--,Insertion_reverse,15479,0,0.0,0.0,0.0,1,0.00012553351744915893,0.0,0.007484047378809699
--_11281_11259,11281,11259,--,Insertion_reverse,15407,0,0.0,0.0,0.0,2,0.00025106703489831785,0.0,0.014968094757619397
--_11283_11218,11283,11218,--,Insertion_reverse,15450,1,0.00013666803334700013,0.0001365001365001365,0.004761108523184123,1,0.00012813941568426448,0.0001286008230452675,0.007484047378809699
--_11285_11191,11285,11191,--,Insertion_reverse,15479,1,0.00013679890560875513,0.00013642564802182812,0.004761108523184123,0,0.0,0.00012899896800825592,0.0
--_112_191,112,191,--,Deletion_reverse,15306,0,0.0,0.0,0.0,1,0.00015306903413439462,0.0,0.007484047378809699
--_11301_11303,11301,11303,--,Deletion_reverse,15383,1,0.00013702384214853386,0.00013798813302056022,0.004761108523184123,0,0.0,0.00012825445684237527,0.0
--_11303_13956,11303,13956,--,Deletion_reverse,12732,0,0.0,0.0,0.0,1,0.00012825445684237527,0.0,0.007484047378809699
--_11304_13957,11304,13957,--,Deletion_reverse,12732,0,0.0,0.0,0.0,1,0.0001291155584247902,0.0,0.007484047378809699
--_11306_13959,11306,13959,--,Deletion_reverse,12732,0,0.0,0.0,0.0,1,0.00013017443374121324,0.0,0.007484047378809699
--_11309_11311,11309,11311,--,Deletion_reverse,15383,5,0.0007513148009015778,0.0007022471910112359,0.023805542615920616,0,0.0,0.0006257039169065198,0.0
--_11309_3225,11309,3225,--,Insertion_reverse,23469,0,0.0,0.0,0.0,1,0.00013104442405975625,0.0,0.007484047378809699
--_1130_13587,1130,13587,--,Deletion_reverse,2928,0,0.0,0.0,0.0,2,0.0002815711671124877,0.0,0.014968094757619397
--_11317_14138,11317,14138,--,Deletion_reverse,12564,0,0.0,0.0,0.0,1,0.00012695188523549576,0.0,0.007484047378809699
--_1131_13588,1131,13588,--,Deletion_reverse,2928,1,0.00012664640324214793,0.0001349892008639309,0.004761108523184123,0,0.0,0.00012572290671360322,0.0
--_11321_11323,11321,11323,--,Deletion_reverse,15383,2,0.0002737101409607226,0.0002789400278940028,0.009522217046368246,0,0.0,0.0002529404325281396,0.0
