cID_DI,BP,RI,sense,DVG_type,length_dvg,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector
--_1003_898,1003,898,--,Insertion_reverse,15490,2,0.00025303643724696357,0.0002505323813102844,0.00840361204052726,4,0.0005032079506856208,0.0002501563477173233,0.025944824568555406
--_10044_10046,10044,10046,--,Deletion_reverse,15383,1,0.0001252975817566721,0.00012871669455528383,0.00420180602026363,0,0.0,0.00012727504136438844,0.0
--_10049_10051,10049,10051,--,Deletion_reverse,15383,1,0.0001256281407035176,0.0001467782181124321,0.00420180602026363,0,0.0,0.00012645422357106728,0.0
--_10054_9913,10054,9913,--,Insertion_reverse,15526,0,0.0,0.0,0.0,1,0.0001266784899923993,0.0,0.0064862061421388515
--_10055_10058,10055,10058,--,Deletion_reverse,15382,8,0.0010327911179963851,0.001010611419909045,0.03361444816210904,0,0.0,0.0010120177103099305,0.0
--_10056_9915,10056,9915,--,Insertion_reverse,15526,1,0.00013082155939298797,0.00012528188423953897,0.00420180602026363,0,0.0,0.00012501562695336918,0.0
--_10057_10061,10057,10061,--,Deletion_reverse,15381,1,0.00012906556530717606,0.00012577034335303736,0.00420180602026363,0,0.0,0.0001318217769575534,0.0
--_10059_10061,10059,10061,--,Deletion_reverse,15383,1,0.00012599218848431397,0.00012577034335303736,0.00420180602026363,0,0.0,0.0001318217769575534,0.0
--_1005_1007,1005,1007,--,Deletion_reverse,15383,1,0.00012588116817724068,0.00012674271229404308,0.00420180602026363,0,0.0,0.00012616704516780217,0.0
--_1005_1008,1005,1008,--,Deletion_reverse,15382,0,0.0,0.0,0.0,1,0.00012581781580271766,0.0,0.0064862061421388515
--_1005_865,1005,865,--,Insertion_reverse,15525,1,0.00012588116817724068,0.00012503125781445363,0.00420180602026363,1,0.00012581781580271766,0.00012509382036527395,0.0064862061421388515
--_10063_10065,10063,10065,--,Deletion_reverse,15383,5,0.0006310740880979427,0.0006379992344009187,0.021009030101318146,0,0.0,0.0006612881893929374,0.0
--_10067_10069,10067,10069,--,Deletion_reverse,15383,2,0.000251004016064257,0.0002508780732563974,0.00840361204052726,0,0.0,0.00025031289111389235,0.0
--_1006_1076,1006,1076,--,Deletion_reverse,15315,1,0.00012561236025624922,0.00012899896800825592,0.00420180602026363,1,0.00012581781580271766,0.0001279754287176862,0.0064862061421388515
--_10072_10072,10072,10072,--,Insertion_reverse,15385,1,0.0001252661906551422,0.0001252661906551422,0.00420180602026363,0,0.0,0.00012624668602449185,0.0
--_10073_9827,10073,9827,--,Insertion_reverse,15631,0,0.0,0.0,0.0,1,0.00012603982858583313,0.0,0.0064862061421388515
--_10074_10077,10074,10077,--,Deletion_reverse,15382,5,0.0006272738677706687,0.0006268020559107434,0.021009030101318146,0,0.0,0.0006252344629235964,0.0
--_10074_9903,10074,9903,--,Insertion_reverse,15556,0,0.0,0.0,0.0,1,0.00012629451881788332,0.0,0.0064862061421388515
--_10075_10077,10075,10077,--,Deletion_reverse,15383,8,0.0010022550739163117,0.0010028832894571893,0.03361444816210904,0,0.0,0.0010003751406777541,0.0
--_10075_9753,10075,9753,--,Insertion_reverse,15707,0,0.0,0.0,0.0,1,0.00012616704516780217,0.0,0.0064862061421388515
--_10076_10076,10076,10076,--,Insertion_reverse,15385,2,0.00025078369905956113,0.00025078369905956113,0.00840361204052726,0,0.0,0.00025559105431309905,0.0
--_10076_10078,10076,10078,--,Deletion_reverse,15383,1,0.00012539184952978057,0.0001260716086737267,0.00420180602026363,0,0.0,0.00012588116817724068,0.0
--_10077_10080,10077,10080,--,Deletion_reverse,15382,8,0.0010028832894571893,0.0010065425264217413,0.03361444816210904,0,0.0,0.0010097185409567084,0.0
--_1007_1085,1007,1085,--,Deletion_reverse,15307,0,0.0,0.0,0.0,1,0.00012616704516780217,0.0,0.0064862061421388515
--_1007_1341,1007,1341,--,Deletion_reverse,15051,0,0.0,0.0,0.0,1,0.00012616704516780217,0.0,0.0064862061421388515
--_10081_12026,10081,12026,--,Deletion_reverse,13440,0,0.0,0.0,0.0,1,0.00013104442405975625,0.0,0.0064862061421388515
--_10082_12027,10082,12027,--,Deletion_reverse,13440,4,0.0005008765339343851,0.0005008765339343851,0.01680722408105452,12,0.001527689369828135,0.0005022601707684581,0.07783447370566622
--_10084_10086,10084,10086,--,Deletion_reverse,15383,3,0.0003781194857574994,0.0003819709702062643,0.01260541806079089,0,0.0,0.0003815822945815314,0.0
--_10085_10088,10085,10088,--,Deletion_reverse,15382,0,0.0,0.0,0.0,1,0.00012536041118214867,0.0,0.0064862061421388515
--_10086_10062,10086,10062,--,Insertion_reverse,15409,0,0.0,0.0,0.0,2,0.0002543881963876876,0.0,0.012972412284277703
--_10087_10090,10087,10090,--,Deletion_reverse,15382,0,0.0,0.0,0.0,1,0.00012661433274246644,0.0,0.0064862061421388515
--_1008_1075,1008,1075,--,Deletion_reverse,15318,1,0.00012790995139421848,0.0001258970162407151,0.00420180602026363,1,0.00012623074981065388,0.00012536041118214867,0.0064862061421388515
--_1008_503,1008,503,--,Insertion_reverse,15890,0,0.0,0.0,0.0,1,0.00012623074981065388,0.0,0.0064862061421388515
--_10091_10094,10091,10094,--,Deletion_reverse,15382,5,0.0006277463904582549,0.0006270378730875344,0.021009030101318146,0,0.0,0.0006257822277847309,0.0
--_10092_10094,10092,10094,--,Deletion_reverse,15383,1,0.00012542330364981815,0.00012540757461750688,0.00420180602026363,0,0.0,0.00012515644555694618,0.0
--_10094_10096,10094,10096,--,Deletion_reverse,15383,1,0.00012540757461750688,0.00012523481527864746,0.00420180602026363,0,0.0,0.00012577034335303736,0.0
--_1009_180,1009,180,--,Insertion_reverse,16214,0,0.0,0.0,0.0,1,0.00012851818532322323,0.0,0.0064862061421388515
--_1009_816,1009,816,--,Insertion_reverse,15578,0,0.0,0.0,0.0,1,0.00012851818532322323,0.0,0.0064862061421388515
--_10100_10102,10100,10102,--,Deletion_reverse,15383,2,0.0002505323813102844,0.00025150905432595576,0.00840361204052726,0,0.0,0.00025003125390673836,0.0
--_10102_10104,10102,10104,--,Deletion_reverse,15383,1,0.00012575452716297788,0.0001303780964797914,0.00420180602026363,0,0.0,0.00012626262626262626,0.0
--_10104_10107,10104,10107,--,Deletion_reverse,15382,1,0.0001303780964797914,0.00012528188423953897,0.00420180602026363,0,0.0,0.00012501562695336918,0.0
--_10108_10111,10108,10111,--,Deletion_reverse,15382,1,0.00012685525815045033,0.00012815583749839805,0.00420180602026363,0,0.0,0.0001273074474856779,0.0
--_10109_10111,10109,10111,--,Deletion_reverse,15383,16,0.0020035061357375405,0.0020504933999743688,0.06722889632421808,0,0.0,0.0020369191597708466,0.0
--_10109_9376,10109,9376,--,Insertion_reverse,16118,0,0.0,0.0,0.0,2,0.00025003125390673836,0.0,0.012972412284277703
--_10110_10110,10110,10110,--,Insertion_reverse,15385,1,0.00012578616352201257,0.00012578616352201257,0.00420180602026363,0,0.0,0.00012545477355413375,0.0
--_10113_13711,10113,13711,--,Deletion_reverse,11787,0,0.0,0.0,0.0,1,0.00012556504269211453,0.0,0.0064862061421388515
--_10117_9926,10117,9926,--,Insertion_reverse,15576,0,0.0,0.0,0.0,1,0.00012709710218607016,0.0,0.0064862061421388515
--_1011_192,1011,192,--,Insertion_reverse,16204,0,0.0,0.0,0.0,1,0.000128783000643915,0.0,0.0064862061421388515
--_1011_586,1011,586,--,Insertion_reverse,15810,1,0.0001274534794799898,0.000125203455615375,0.00420180602026363,1,0.000128783000643915,0.00012512512512512512,0.0064862061421388515
--_1011_618,1011,618,--,Insertion_reverse,15778,0,0.0,0.0,0.0,1,0.000128783000643915,0.0,0.0064862061421388515
--_1011_659,1011,659,--,Insertion_reverse,15737,0,0.0,0.0,0.0,1,0.000128783000643915,0.0,0.0064862061421388515
--_1011_818,1011,818,--,Insertion_reverse,15578,1,0.0001274534794799898,0.00012711325791280032,0.00420180602026363,1,0.000128783000643915,0.00016477179106936892,0.0064862061421388515
--_10122_10125,10122,10125,--,Deletion_reverse,15382,4,0.0005261773217574323,0.0005006257822277847,0.01680722408105452,0,0.0,0.0005001875703388771,0.0
--_10122_9879,10122,9879,--,Insertion_reverse,15628,1,0.00013154433043935807,0.0001250625312656328,0.00420180602026363,1,0.0001269035532994924,0.00012597631645250694,0.0064862061421388515
--_1012_1075,1012,1075,--,Deletion_reverse,15322,0,0.0,0.0,0.0,1,0.00012804097311139564,0.0,0.0064862061421388515
--_1012_1087,1012,1087,--,Deletion_reverse,15310,0,0.0,0.0,0.0,1,0.00012804097311139564,0.0,0.0064862061421388515
--_1012_743,1012,743,--,Insertion_reverse,15654,1,0.0001261193088661874,0.00012507817385866166,0.00420180602026363,1,0.00012804097311139564,0.00012507817385866166,0.0064862061421388515
--_10136_10242,10136,10242,--,Deletion_reverse,15279,0,0.0,0.0,0.0,1,0.00012504689258471927,0.0,0.0064862061421388515
--_1013_1342,1013,1342,--,Deletion_reverse,15056,0,0.0,0.0,0.0,1,0.00012970168612191958,0.0,0.0064862061421388515
--_10145_10184,10145,10184,--,Deletion_reverse,15346,0,0.0,0.0,0.0,1,0.00012865045670912132,0.0,0.0064862061421388515
--_10146_10185,10146,10185,--,Deletion_reverse,15346,1,0.00016074586079408456,0.00012515644555694618,0.00420180602026363,0,0.0,0.00012514078338130396,0.0
--_10146_10204,10146,10204,--,Deletion_reverse,15327,0,0.0,0.0,0.0,2,0.00025021894157387716,0.0,0.012972412284277703
--_10152_10208,10152,10208,--,Deletion_reverse,15329,1,0.0001923076923076923,0.00012503125781445363,0.00420180602026363,0,0.0,0.0001260716086737267,0.0
--_10152_10210,10152,10210,--,Deletion_reverse,15327,1,0.0001923076923076923,0.00013791201213625708,0.00420180602026363,0,0.0,0.00012740476493820868,0.0
--_1015_962,1015,962,--,Insertion_reverse,15438,1,0.0001291655902867476,0.00012531328320802005,0.00420180602026363,1,0.00013679890560875513,0.0001252975817566721,0.0064862061421388515
--_10163_9864,10163,9864,--,Insertion_reverse,15684,0,0.0,0.0,0.0,1,0.000125,0.0,0.0064862061421388515
--_1016_1018,1016,1018,--,Deletion_reverse,15383,1,0.0001255808112520407,0.00013810247203424942,0.00420180602026363,0,0.0,0.0001352265043948614,0.0
--_1016_525,1016,525,--,Insertion_reverse,15876,0,0.0,0.0,0.0,1,0.00012998830105290525,0.0,0.0064862061421388515
--_1017_1019,1017,1019,--,Deletion_reverse,15383,1,0.00013460761879122358,0.00013070186903672723,0.00420180602026363,0,0.0,0.00013092432573972245,0.0
--_10181_9864,10181,9864,--,Insertion_reverse,15702,0,0.0,0.0,0.0,1,0.00012691965985531158,0.0,0.0064862061421388515
--_10183_10185,10183,10185,--,Deletion_reverse,15383,4,0.11764705882352941,0.0005006257822277847,0.01680722408105452,0,0.0,0.0005005631335252158,0.0
--_1018_12239,1018,12239,--,Deletion_reverse,4164,0,0.0,0.0,0.0,1,0.0001352265043948614,0.0,0.0064862061421388515
--_10192_10421,10192,10421,--,Deletion_reverse,15156,0,0.0,0.0,0.0,2,0.00025412960609911054,0.0,0.012972412284277703
--_1019_1231,1019,1231,--,Deletion_reverse,15173,0,0.0,0.0,0.0,1,0.00013092432573972245,0.0,0.0064862061421388515
--_1019_178,1019,178,--,Insertion_reverse,16226,0,0.0,0.0,0.0,1,0.00013092432573972245,0.0,0.0064862061421388515
--_1019_504,1019,504,--,Insertion_reverse,15900,0,0.0,0.0,0.0,1,0.00013092432573972245,0.0,0.0064862061421388515
--_1019_515,1019,515,--,Insertion_reverse,15889,0,0.0,0.0,0.0,1,0.00013092432573972245,0.0,0.0064862061421388515
--_101_124,101,124,--,Deletion_reverse,15362,0,0.0,0.0,0.0,1,0.00012581781580271766,0.0,0.0064862061421388515
--_101_1562,101,1562,--,Deletion_reverse,13924,0,0.0,0.0,0.0,1,0.00012581781580271766,0.0,0.0064862061421388515
--_1020_1022,1020,1022,--,Deletion_reverse,15383,1,0.00012656625743576763,0.00012565971349585322,0.00420180602026363,0,0.0,0.00012569130216189038,0.0
--_1020_12241,1020,12241,--,Deletion_reverse,4164,1,0.00012656625743576763,0.00012521913348359628,0.00420180602026363,0,0.0,0.00012800819252432156,0.0
--_1020_8675,1020,8675,--,Deletion_reverse,7730,0,0.0,0.0,0.0,1,0.00013335111348179759,0.0,0.0064862061421388515
--_10210_10050,10210,10050,--,Insertion_reverse,15545,0,0.0,0.0,0.0,1,0.00012740476493820868,0.0,0.0064862061421388515
--_10212_10535,10212,10535,--,Deletion_reverse,15062,0,0.0,0.0,0.0,1,0.00012561236025624922,0.0,0.0064862061421388515
--_10214_10216,10214,10216,--,Deletion_reverse,15383,1,0.00012548625925461163,0.00012528188423953897,0.00420180602026363,0,0.0,0.00012501562695336918,0.0
--_10215_10215,10215,10215,--,Insertion_reverse,15385,1,0.00013194352816994325,0.00013194352816994325,0.00420180602026363,0,0.0,0.00012556504269211453,0.0
--_10215_10217,10215,10217,--,Deletion_reverse,15383,1,0.00013194352816994325,0.00012955045990413266,0.00420180602026363,0,0.0,0.0001250625312656328,0.0
--_10217_10219,10217,10219,--,Deletion_reverse,15383,1,0.00012955045990413266,0.00022527596305474206,0.00420180602026363,0,0.0,0.00012564392511622062,0.0
--_10226_10228,10226,10228,--,Deletion_reverse,15383,3,0.00038294613224406433,0.00037979491074819596,0.01260541806079089,0,0.0,0.00037998733375554147,0.0
--_10231_10233,10231,10233,--,Deletion_reverse,15383,1,0.00012518778167250875,0.00012521913348359628,0.00420180602026363,0,0.0,0.0001260239445494644,0.0
--_10236_9996,10236,9996,--,Insertion_reverse,15625,2,0.00025040691123075,0.000251414204902577,0.00840361204052726,2,0.00025220680958385876,0.00025207965717166626,0.012972412284277703
--_10239_10241,10239,10241,--,Deletion_reverse,15383,6,0.000751503006012024,0.000751503006012024,0.02521083612158178,0,0.0,0.0007659900421294523,0.0
--_10240_10240,10240,10240,--,Insertion_reverse,15385,1,0.0001252975817566721,0.0001252975817566721,0.00420180602026363,0,0.0,0.00012784454103809768,0.0
--_10241_10243,10241,10243,--,Deletion_reverse,15383,1,0.000125250501002004,0.00012545477355413375,0.00420180602026363,0,0.0,0.0001252661906551422,0.0
--_10243_10170,10243,10170,--,Insertion_reverse,15458,0,0.0,0.0,0.0,1,0.0001252661906551422,0.0,0.0064862061421388515
--_1024_1075,1024,1075,--,Deletion_reverse,15334,1,0.00012521913348359628,0.0001258970162407151,0.00420180602026363,1,0.00012656625743576763,0.00012536041118214867,0.0064862061421388515
--_1024_582,1024,582,--,Insertion_reverse,15827,0,0.0,0.0,0.0,2,0.00025313251487153526,0.0,0.012972412284277703
--_1025_1136,1025,1136,--,Deletion_reverse,15274,0,0.0,0.0,0.0,1,0.00012850167052171679,0.0,0.0064862061421388515
--_10260_10264,10260,10264,--,Deletion_reverse,15381,1,0.00014858841010401187,0.00012514078338130396,0.00420180602026363,0,0.0,0.00012503125781445363,0.0
--_10269_10271,10269,10271,--,Deletion_reverse,15383,4,0.0005012531328320802,0.0005006884466140943,0.01680722408105452,0,0.0,0.0005261081152176773,0.0
--_10269_13872,10269,13872,--,Deletion_reverse,11782,0,0.0,0.0,0.0,1,0.00013433637829124128,0.0,0.0064862061421388515
--_10270_10022,10270,10022,--,Insertion_reverse,15633,0,0.0,0.0,0.0,2,0.0002666311158512198,0.0,0.012972412284277703
--_10271_13874,10271,13874,--,Deletion_reverse,11782,0,0.0,0.0,0.0,1,0.00013152702880441932,0.0,0.0064862061421388515
--_10275_10337,10275,10337,--,Deletion_reverse,15323,0,0.0,0.0,0.0,1,0.00012514078338130396,0.0,0.0064862061421388515
--_10275_13516,10275,13516,--,Deletion_reverse,12144,0,0.0,0.0,0.0,1,0.00012514078338130396,0.0,0.0064862061421388515
--_10282_13873,10282,13873,--,Deletion_reverse,11794,0,0.0,0.0,0.0,1,0.00013012361743656474,0.0,0.0064862061421388515
--_10283_13878,10283,13878,--,Deletion_reverse,11790,0,0.0,0.0,0.0,2,0.0002595043466978072,0.0,0.012972412284277703
--_10288_10327,10288,10327,--,Deletion_reverse,15346,0,0.0,0.0,0.0,2,0.0002517306482064191,0.0,0.012972412284277703
--_10288_13883,10288,13883,--,Deletion_reverse,11790,1,0.000125203455615375,0.00012512512512512512,0.00420180602026363,0,0.0,0.00012515644555694618,0.0
--_1028_1030,1028,1030,--,Deletion_reverse,15383,1,0.00012547051442910915,0.00012518778167250875,0.00420180602026363,0,0.0,0.000125,0.0
--_1028_1052,1028,1052,--,Deletion_reverse,15361,1,0.00012547051442910915,0.000125250501002004,0.00420180602026363,0,0.0,0.00012504689258471927,0.0
--_1028_1054,1028,1054,--,Deletion_reverse,15359,1,0.00012547051442910915,0.000125250501002004,0.00420180602026363,1,0.00013605442176870748,0.00012503125781445363,0.0064862061421388515
--_1028_1089,1028,1089,--,Deletion_reverse,15324,0,0.0,0.0,0.0,3,0.00040816326530612246,0.0,0.019458618426416555
--_1028_1142,1028,1142,--,Deletion_reverse,15271,0,0.0,0.0,0.0,1,0.00013605442176870748,0.0,0.0064862061421388515
--_1028_761,1028,761,--,Insertion_reverse,15652,1,0.00012547051442910915,0.00012515644555694618,0.00420180602026363,1,0.00013605442176870748,0.00012503125781445363,0.0064862061421388515
--_1028_799,1028,799,--,Insertion_reverse,15614,0,0.0,0.0,0.0,1,0.00013605442176870748,0.0,0.0064862061421388515
--_1028_917,1028,917,--,Insertion_reverse,15496,1,0.00012547051442910915,0.0001291822761917065,0.00420180602026363,1,0.00013605442176870748,0.00012656625743576763,0.0064862061421388515
--_1029_570,1029,570,--,Insertion_reverse,15844,0,0.0,0.0,0.0,1,0.0001252661906551422,0.0,0.0064862061421388515
--_1029_574,1029,574,--,Insertion_reverse,15840,0,0.0,0.0,0.0,1,0.0001252661906551422,0.0,0.0064862061421388515
--_1029_739,1029,739,--,Insertion_reverse,15675,1,0.00012600806451612903,0.00012514078338130396,0.00420180602026363,1,0.0001252661906551422,0.0001250625312656328,0.0064862061421388515
--_102_293,102,293,--,Deletion_reverse,15194,0,0.0,0.0,0.0,1,0.0001255020080321285,0.0,0.0064862061421388515
--_102_857,102,857,--,Deletion_reverse,14630,1,0.00012711325791280032,0.00012517211165352359,0.00420180602026363,0,0.0,0.00012536041118214867,0.0
--_10307_10232,10307,10232,--,Insertion_reverse,15460,0,0.0,0.0,0.0,1,0.00012507817385866166,0.0,0.0064862061421388515
--_1030_1046,1030,1046,--,Deletion_reverse,15369,1,0.00012518778167250875,0.00013466199838405601,0.00420180602026363,1,0.000125,0.00012528188423953897,0.0064862061421388515
--_10312_10389,10312,10389,--,Deletion_reverse,15308,0,0.0,0.0,0.0,4,0.0005001250312578145,0.0,0.025944824568555406
--_10313_1278,10313,1278,--,Insertion_reverse,24420,0,0.0,0.0,0.0,1,0.0001258019876714052,0.0,0.0064862061421388515
--_10314_10391,10314,10391,--,Deletion_reverse,15308,0,0.0,0.0,0.0,1,0.00012515644555694618,0.0,0.0064862061421388515
--_10316_10387,10316,10387,--,Deletion_reverse,15314,0,0.0,0.0,0.0,1,0.00012561236025624922,0.0,0.0064862061421388515
--_10318_10443,10318,10443,--,Deletion_reverse,15260,0,0.0,0.0,0.0,1,0.00012507817385866166,0.0,0.0064862061421388515
--_10320_10445,10320,10445,--,Deletion_reverse,15260,1,0.000125,0.00012514078338130396,0.00420180602026363,0,0.0,0.00012776287210936502,0.0
--_10324_10493,10324,10493,--,Deletion_reverse,15216,0,0.0,0.0,0.0,3,0.00037984299822739937,0.0,0.019458618426416555
--_10328_10497,10328,10497,--,Deletion_reverse,15216,0,0.0,0.0,0.0,1,0.00012523481527864746,0.0,0.0064862061421388515
--_1032_1046,1032,1046,--,Deletion_reverse,15371,1,0.00012581781580271766,0.00013466199838405601,0.00420180602026363,0,0.0,0.00012528188423953897,0.0
--_1032_1154,1032,1154,--,Deletion_reverse,15263,0,0.0,0.0,0.0,1,0.00012503125781445363,0.0,0.0064862061421388515
--_10337_9910,10337,9910,--,Insertion_reverse,15812,1,0.000125517760763148,0.00012577034335303736,0.00420180602026363,1,0.0001258019876714052,0.00012567550584391103,0.0064862061421388515
--_10338_3224,10338,3224,--,Insertion_reverse,22499,0,0.0,0.0,0.0,1,0.00012523481527864746,0.0,0.0064862061421388515
--_10340_10342,10340,10342,--,Deletion_reverse,15383,5,0.0006264094211976949,0.0006265664160401002,0.021009030101318146,0,0.0,0.0006349206349206349,0.0
--_10353_10429,10353,10429,--,Deletion_reverse,15309,0,0.0,0.0,0.0,2,0.0002501250625312656,0.0,0.012972412284277703
--_10356_10359,10356,10359,--,Deletion_reverse,15382,3,0.0003757044458359424,0.00037655328228944395,0.01260541806079089,0,0.0,0.0003815822945815314,0.0
--_10356_6988,10356,6988,--,Insertion_reverse,18753,0,0.0,0.0,0.0,1,0.0001306506401881369,0.0,0.0064862061421388515
--_10357_13609,10357,13609,--,Deletion_reverse,12133,0,0.0,0.0,0.0,1,0.00013005592404734037,0.0,0.0064862061421388515
--_10358_10360,10358,10360,--,Deletion_reverse,15383,2,0.00025157232704402514,0.0002504696305572949,0.00840361204052726,0,0.0,0.000254323499491353,0.0
--_10361_10197,10361,10197,--,Insertion_reverse,15549,0,0.0,0.0,0.0,2,0.0002509410288582183,0.0,0.012972412284277703
--_10368_11601,10368,11601,--,Deletion_reverse,14152,0,0.0,0.0,0.0,1,0.00012540757461750688,0.0,0.0064862061421388515
--_10372_2221,10372,2221,--,Insertion_reverse,23536,0,0.0,0.0,0.0,2,0.0002604505795025394,0.0,0.012972412284277703
--_10373_2378,10373,2378,--,Insertion_reverse,23380,0,0.0,0.0,0.0,1,0.00013087292239235702,0.0,0.0064862061421388515
--_10375_14830,10375,14830,--,Deletion_reverse,10930,0,0.0,0.0,0.0,1,0.00013144058885383806,0.0,0.0064862061421388515
--_10376_10237,10376,10237,--,Insertion_reverse,15524,0,0.0,0.0,0.0,1,0.000127000254000508,0.0,0.0064862061421388515
--_10378_4311,10378,4311,--,Insertion_reverse,21452,0,0.0,0.0,0.0,1,0.00012746972594008922,0.0,0.0064862061421388515
--_1037_1046,1037,1046,--,Deletion_reverse,15376,1,0.00012833675564681725,0.00013466199838405601,0.00420180602026363,0,0.0,0.00012528188423953897,0.0
--_1037_1349,1037,1349,--,Deletion_reverse,15073,0,0.0,0.0,0.0,1,0.00012503125781445363,0.0,0.0064862061421388515
--_1038_1351,1038,1351,--,Deletion_reverse,15072,0,0.0,0.0,0.0,1,0.00012521913348359628,0.0,0.0064862061421388515
--_1038_510,1038,510,--,Insertion_reverse,15913,1,0.0001278118609406953,0.00012554927809165097,0.00420180602026363,1,0.00012521913348359628,0.00013672409078479628,0.0064862061421388515
--_10397_10154,10397,10154,--,Insertion_reverse,15628,0,0.0,0.0,0.0,1,0.00012763241863433312,0.0,0.0064862061421388515
--_103_11844,103,11844,--,Deletion_reverse,3644,0,0.0,0.0,0.0,1,0.00012774655084312725,0.0,0.0064862061421388515
--_103_1593,103,1593,--,Deletion_reverse,13895,1,0.00012735608762098828,0.00012507817385866166,0.00420180602026363,2,0.0002554931016862545,0.0001252975817566721,0.012972412284277703
--_10401_1474,10401,1474,--,Insertion_reverse,24312,0,0.0,0.0,0.0,1,0.0001259287243420224,0.0,0.0064862061421388515
--_1040_1042,1040,1042,--,Deletion_reverse,15383,1,0.00012596044841919638,0.0001284191601386927,0.00420180602026363,0,0.0,0.00012517211165352359,0.0
--_1040_1051,1040,1051,--,Deletion_reverse,15374,1,0.00012596044841919638,0.00012542330364981815,0.00420180602026363,0,0.0,0.00012521913348359628,0.0
--_10412_7829,10412,7829,--,Insertion_reverse,17968,0,0.0,0.0,0.0,1,0.00012740476493820868,0.0,0.0064862061421388515
--_10414_10548,10414,10548,--,Deletion_reverse,15251,0,0.0,0.0,0.0,2,0.00025150905432595576,0.0,0.012972412284277703
--_10414_9195,10414,9195,--,Insertion_reverse,16604,0,0.0,0.0,0.0,1,0.00012575452716297788,0.0,0.0064862061421388515
--_10415_10200,10415,10200,--,Insertion_reverse,15600,0,0.0,0.0,0.0,1,0.00012512512512512512,0.0,0.0064862061421388515
--_1041_130,1041,130,--,Insertion_reverse,16296,0,0.0,0.0,0.0,1,0.00012523481527864746,0.0,0.0064862061421388515
--_1041_540,1041,540,--,Insertion_reverse,15886,0,0.0,0.0,0.0,1,0.00012523481527864746,0.0,0.0064862061421388515
--_1041_735,1041,735,--,Insertion_reverse,15691,0,0.0,0.0,0.0,1,0.00012523481527864746,0.0,0.0064862061421388515
--_10420_10644,10420,10644,--,Deletion_reverse,15161,0,0.0,0.0,0.0,1,0.00012531328320802005,0.0,0.0064862061421388515
