cID_DI,sense,BP,RI,DVG_type,read_counts_virema,read_counts_ditector,pBP_virema,pRI_virema,pBP_ditector,pRI_ditector,rpht_virema,rpht_ditector,length_dvg,p(real)
--_1033_1064,--,1033,1064,Deletion_reverse,1,0,0.00012564392511622062,0.00012537612838515547,0.0,0.00012507817385866166,0.005098789817533178,0.0,15354,0.6362704484713874
--_10340_10342,--,10340,10342,Deletion_reverse,1,0,0.00012637432073802604,0.00012640626975097966,0.0,0.00012578616352201257,0.005098789817533178,0.0,15383,0.6479596029626616
--_10358_10360,--,10358,10360,Deletion_reverse,1,0,0.0001268713524486171,0.00012631047113805733,0.0,0.00012655024044545685,0.005098789817533178,0.0,15383,0.6162527176388498
--_1045_761,--,1045,761,Insertion_reverse,1,1,0.00013696753869332968,0.00012536041118214867,0.00012536041118214867,0.00012501562695336918,0.005098789817533178,0.00797317377843204,15669,0.5558984744818999
--_10472_10337,--,10472,10337,Insertion_reverse,1,1,0.0001274534794799898,0.0001265022137887413,0.00012653422750854106,0.0001258970162407151,0.005098789817533178,0.00797317377843204,15520,0.6426932435594552
--_10473_10278,--,10473,10278,Insertion_reverse,9,2,0.0011473737888832228,0.0011352169525731585,0.00025138260432378077,0.0011396732936558187,0.0458891083577986,0.01594634755686408,15580,0.6573043930895399
--_1049_1051,--,1049,1051,Deletion_reverse,1,0,0.00012840267077555214,0.00012561236025624922,0.0,0.00012510947078693858,0.005098789817533178,0.0,15383,0.5031369479141186
--_10517_10519,--,10517,10519,Deletion_reverse,1,0,0.00012786088735455825,0.0001410636196924813,0.0,0.0001250625312656328,0.005098789817533178,0.0,15383,0.5227220128658936
--_10520_10523,--,10520,10523,Deletion_reverse,1,0,0.000128783000643915,0.00012653422750854106,0.0,0.0001250625312656328,0.005098789817533178,0.0,15382,0.6873582703306512
--_10521_10279,--,10521,10279,Insertion_reverse,1,0,0.00012800819252432156,0.0001261193088661874,0.0,0.00012610340479192938,0.005098789817533178,0.0,15627,0.6093604540243635
--_10525_10527,--,10525,10527,Deletion_reverse,8,0,0.0010767160161507402,0.0010589013898080742,0.0,0.0010126582278481013,0.04079031854026542,0.0,15383,0.6604691143891996
--_10526_10528,--,10526,10528,Deletion_reverse,1,0,0.00012899896800825592,0.00012631047113805733,0.0,0.00012504689258471927,0.005098789817533178,0.0,15383,0.68228678823084
--_10528_10530,--,10528,10530,Deletion_reverse,1,0,0.00012631047113805733,0.00013442667025137788,0.0,0.0001257071024512885,0.005098789817533178,0.0,15383,0.7024966655658293
--_1052_1055,--,1052,1055,Deletion_reverse,19,0,0.0023833416959357753,0.0023863350916855063,0.0,0.0023761880940470236,0.09687700653313039,0.0,15382,0.7713882082125965
--_10536_10538,--,10536,10538,Deletion_reverse,1,0,0.000127000254000508,0.00012648621300278268,0.0,0.0001258970162407151,0.005098789817533178,0.0,15383,0.6947035789180522
--_10537_10540,--,10537,10540,Deletion_reverse,1,0,0.00012655024044545685,0.00012764871074802145,0.0,0.00012561236025624922,0.005098789817533178,0.0,15382,0.6280367125040341
--_10540_10542,--,10540,10542,Deletion_reverse,1,0,0.00012764871074802145,0.00012661433274246644,0.0,0.0001250625312656328,0.005098789817533178,0.0,15383,0.6720274199950241
--_10541_10543,--,10541,10543,Deletion_reverse,1,0,0.00012714558169103624,0.00013356484573260317,0.0,0.00012643823492224047,0.005098789817533178,0.0,15383,0.6408979640344028
--_10542_10564,--,10542,10564,Deletion_reverse,1,0,0.00012661433274246644,0.00012635835228708617,0.0,0.00012518778167250875,0.005098789817533178,0.0,15363,0.600120076707629
--_10547_10549,--,10547,10549,Deletion_reverse,3,0,0.0003809040121889284,0.00038071065989847715,0.0,0.00038153376573826786,0.015296369452599533,0.0,15383,0.7310854046756913
--_10548_10564,--,10548,10564,Deletion_reverse,2,0,0.00025650891368475054,0.00025271670457417233,0.0,0.0002503755633450175,0.010197579635066355,0.0,15369,0.6210565798665616
--_10569_10572,--,10569,10572,Deletion_reverse,1,0,0.00012642225031605562,0.0001265022137887413,0.0,0.0001283532280836863,0.005098789817533178,0.0,15382,0.6357421800479542
--_10625_10628,--,10625,10628,Deletion_reverse,2,0,0.00026914278024491994,0.00025306845501708213,0.0,0.00025009378516943853,0.010197579635066355,0.0,15382,0.7498331151521943
--_1062_1064,--,1062,1064,Deletion_reverse,1,0,0.00012779552715654952,0.00012537612838515547,0.0,0.00012507817385866166,0.005098789817533178,0.0,15383,0.6810295807490093
--_10631_10634,--,10631,10634,Deletion_reverse,2,0,0.00025713551041398817,0.00025422651582560063,0.0,0.0002504696305572949,0.010197579635066355,0.0,15382,0.775026188497378
--_10632_10634,--,10632,10634,Deletion_reverse,1,0,0.00012733987011333248,0.00012711325791280032,0.0,0.00012523481527864746,0.005098789817533178,0.0,15383,0.7200747435564286
--_10635_10635,--,10635,10635,Insertion_reverse,1,0,0.00012683916793505834,0.00012683916793505834,0.0,0.00012509382036527395,0.005098789817533178,0.0,15385,0.7359379583019642
--_10640_10740,--,10640,10740,Deletion_reverse,1,0,0.00012753475322025253,0.00012618296529968455,0.0,0.0001260716086737267,0.005098789817533178,0.0,15285,0.6500429563170685
--_10644_10647,--,10644,10647,Deletion_reverse,7,0,0.0008877615726062143,0.0008875364523900089,0.0,0.0008809463881198087,0.03569152872273225,0.0,15382,0.6931266922693149
--_10647_10649,--,10647,10649,Deletion_reverse,5,0,0.0006339546088500064,0.0006416014371872193,0.0,0.0006335529650278763,0.02549394908766589,0.0,15383,0.7363475430378661
--_10649_10652,--,10649,10652,Deletion_reverse,3,0,0.00038496086231233157,0.00038407374215849446,0.0,0.00037518759379689845,0.015296369452599533,0.0,15382,0.6939206445901137
--_10654_10656,--,10654,10656,Deletion_reverse,3,0,0.00038104915534103897,0.00038071065989847715,0.0,0.000375234521575985,0.015296369452599533,0.0,15383,0.7378216865910128
--_10656_10659,--,10656,10659,Deletion_reverse,1,0,0.0001269035532994924,0.0001282051282051282,0.0,0.00012758356723653993,0.005098789817533178,0.0,15382,0.6841857971274863
--_10662_10665,--,10662,10665,Deletion_reverse,1,0,0.000127000254000508,0.00012987012987012987,0.0,0.00012531328320802005,0.005098789817533178,0.0,15382,0.6349701725039684
--_10663_10670,--,10663,10670,Deletion_reverse,1,0,0.00013082155939298797,0.00012655024044545685,0.0,0.000125517760763148,0.005098789817533178,0.0,15378,0.5818455785356442
--_10664_10559,--,10664,10559,Insertion_reverse,1,1,0.0001272426517368622,0.00012618296529968455,0.00012528188423953897,0.00012784454103809768,0.005098789817533178,0.00797317377843204,15490,0.573638716368921
--_10676_10678,--,10676,10678,Deletion_reverse,2,0,0.00026188293832656804,0.00025826446280991736,0.0,0.00025906735751295336,0.010197579635066355,0.0,15383,0.7671685975237891
--_10679_10681,--,10679,10681,Deletion_reverse,1,0,0.00012685525815045033,0.0001271940981938438,0.0,0.00012608750472828143,0.005098789817533178,0.0,15383,0.7456515200927251
--_10684_10697,--,10684,10697,Deletion_reverse,1,0,0.00013241525423728814,0.0001271294177472667,0.0,0.00012768130745658836,0.005098789817533178,0.0,15372,0.6702224501458086
--_10688_10691,--,10688,10691,Deletion_reverse,1,0,0.00012642225031605562,0.00012703252032520327,0.0,0.0001307702366941284,0.005098789817533178,0.0,15382,0.7089780293146538
--_10689_10691,--,10689,10691,Deletion_reverse,10,0,0.0012696800406297613,0.0012703252032520325,0.0,0.0013077023669412842,0.05098789817533178,0.0,15383,0.691481522555051
--_10690_10690,--,10690,10690,Insertion_reverse,2,0,0.0002556237218813906,0.0002556237218813906,0.0,0.0002632964718272775,0.010197579635066355,0.0,15385,0.6907018686867726
--_10694_10361,--,10694,10361,Insertion_reverse,1,0,0.00012627857052658164,0.00012632642748863063,0.0,0.00012528188423953897,0.005098789817533178,0.0,15718,0.593711097840444
--_10704_11641,--,10704,11641,Deletion_reverse,2,3,0.0002525571410531633,0.0002529404325281396,0.00039577836411609497,0.0002550369803621525,0.010197579635066355,0.023919521335296113,14448,0.5336076005957563
--_10759_10762,--,10759,10762,Deletion_reverse,1,0,0.00012943308309603936,0.00012626262626262626,0.0,0.00012669453946534905,0.005098789817533178,0.0,15382,0.610123251293026
--_10769_10771,--,10769,10771,Deletion_reverse,1,0,0.00012648621300278268,0.00012786088735455825,0.0,0.0001277139208173691,0.005098789817533178,0.0,15383,0.7093946290508338
--_10786_10789,--,10786,10789,Deletion_reverse,1,0,0.00012675877804537965,0.00012674271229404308,0.0,0.00012613521695257316,0.005098789817533178,0.0,15382,0.6479596029626616
--_10804_10808,--,10804,10808,Deletion_reverse,1,0,0.0001798237727027513,0.00016542597187758478,0.0,0.00013015749056358194,0.005098789817533178,0.0,15381,0.5026337219685348
--_1080_1085,--,1080,1085,Deletion_reverse,1,0,0.00012591286829513975,0.0001279263144428809,0.0,0.00012509382036527395,0.005098789817533178,0.0,15380,0.6231738474768636
--_1081_1343,--,1081,1343,Deletion_reverse,2,0,0.0002509410288582183,0.0002505323813102844,0.0,0.0002501250625312656,0.010197579635066355,0.0,15123,0.7091275880352744
--_10834_10836,--,10834,10836,Deletion_reverse,1,0,0.0005063291139240507,0.00012631047113805733,0.0,0.0001258970162407151,0.005098789817533178,0.0,15383,0.6440371773648842
--_1083_1085,--,1083,1085,Deletion_reverse,1,0,0.00012763241863433312,0.0001279263144428809,0.0,0.00012509382036527395,0.005098789817533178,0.0,15383,0.6070915865812778
--_10875_10877,--,10875,10877,Deletion_reverse,2,0,0.00033233632436025255,0.0003400782179901377,0.0,0.0002547446185199338,0.010197579635066355,0.0,15383,0.5847178171288926
--_1088_1090,--,1088,1090,Deletion_reverse,5,0,0.0006300403225806451,0.000657116572479958,0.0,0.0006300403225806451,0.02549394908766589,0.0,15383,0.8084706693667938
--_1089_895,--,1089,895,Insertion_reverse,1,1,0.00012626262626262626,0.0001305994514823038,0.000125250501002004,0.00012503125781445363,0.005098789817533178,0.00797317377843204,15579,0.6829777864828649
--_1090_930,--,1090,930,Insertion_reverse,1,1,0.0001314233144959916,0.00012836970474967908,0.00012600806451612903,0.00013287270794578793,0.005098789817533178,0.00797317377843204,15545,0.653048334915847
--_10934_10649,--,10934,10649,Insertion_reverse,3,0,0.0003778337531486146,0.00038496086231233157,0.0,0.0003801317790167258,0.015296369452599533,0.0,15670,0.6607488988320928
--_1093_1095,--,1093,1095,Deletion_reverse,1,0,0.00012583364791745311,0.00013007284079084288,0.0,0.00012776287210936502,0.005098789817533178,0.0,15383,0.6732623545440347
--_1094_1050,--,1094,1050,Insertion_reverse,1,0,0.00012591286829513975,0.000126806999746386,0.0,0.00012512512512512512,0.005098789817533178,0.0,15429,0.7356300988243933
--_1096_1098,--,1096,1098,Deletion_reverse,1,0,0.0001256281407035176,0.00012868356710848025,0.0,0.00012553351744915893,0.005098789817533178,0.0,15383,0.6222416281629145
--_10971_10973,--,10971,10973,Deletion_reverse,2,0,0.0002522386177323748,0.00025207965717166626,0.0,0.0002541619011310205,0.010197579635066355,0.0,15383,0.6953299619182537
--_10982_10984,--,10982,10984,Deletion_reverse,1,0,0.00012621481761958855,0.00012619888944977284,0.0,0.00012603982858583313,0.005098789817533178,0.0,15383,0.7569791655401092
--_10983_10983,--,10983,10983,Insertion_reverse,2,0,0.00025246149962130775,0.00025246149962130775,0.0,0.0002506265664160401,0.010197579635066355,0.0,15385,0.8201574414040087
--_10987_10989,--,10987,10989,Deletion_reverse,2,0,0.00025513458349279245,0.00026838432635534085,0.0,0.0002561803509670808,0.010197579635066355,0.0,15383,0.7234962314522958
--_10989_10991,--,10989,10991,Deletion_reverse,2,0,0.00026838432635534085,0.00025188916876574307,0.0,0.00025003125390673836,0.010197579635066355,0.0,15383,0.7516761686670204
--_10991_10994,--,10991,10994,Deletion_reverse,1,0,0.00012594458438287153,0.000127000254000508,0.0,0.00013349352556401014,0.005098789817533178,0.0,15382,0.7094216538083782
--_10994_10996,--,10994,10996,Deletion_reverse,1,0,0.000127000254000508,0.00012669453946534905,0.0,0.00012514078338130396,0.005098789817533178,0.0,15383,0.7164357933240387
--_10997_10999,--,10997,10999,Deletion_reverse,11,0,0.001492334825668159,0.0013845185651353053,0.0,0.001375,0.05608668799286496,0.0,15383,0.6659545683729396
--_10998_11000,--,10998,11000,Deletion_reverse,1,0,0.0001444043321299639,0.0001265022137887413,0.0,0.00012504689258471927,0.005098789817533178,0.0,15383,0.7021993485681898
--_10998_11001,--,10998,11001,Deletion_reverse,1,0,0.0001444043321299639,0.00012906556530717606,0.0,0.00012507817385866166,0.005098789817533178,0.0,15382,0.674528296851641
--_11001_11001,--,11001,11001,Insertion_reverse,2,0,0.0002581311306143521,0.0002581311306143521,0.0,0.0002501563477173233,0.010197579635066355,0.0,15385,0.7252571076800428
--_11016_11040,--,11016,11040,Deletion_reverse,1,0,0.00013539128080151638,0.00012624668602449185,0.0,0.00012588116817724068,0.005098789817533178,0.0,15361,0.6345935939807492
--_11019_11034,--,11019,11034,Deletion_reverse,1,0,0.00013757050488375291,0.00012577034335303736,0.0,0.00012559658377292137,0.005098789817533178,0.0,15370,0.7193119662879887
--_11028_11031,--,11028,11031,Deletion_reverse,6,0,0.000839278220730172,0.0007550018875047187,0.0,0.0007588212975844188,0.030592738905199066,0.0,15382,0.7709005817920632
--_1102_1104,--,1102,1104,Deletion_reverse,2,0,0.00025290844714213456,0.00025799793601651185,0.0,0.0002517306482064191,0.010197579635066355,0.0,15383,0.6182983506120424
--_11045_11047,--,11045,11047,Deletion_reverse,1,0,0.00012621481761958855,0.00013274923669188903,0.0,0.00012586532410320956,0.005098789817533178,0.0,15383,0.7092791655550772
--_11047_11049,--,11047,11049,Deletion_reverse,1,0,0.00013274923669188903,0.000128783000643915,0.0,0.00012586532410320956,0.005098789817533178,0.0,15383,0.6150342362247563
--_11047_11050,--,11047,11050,Deletion_reverse,3,0,0.00039824771007566706,0.00038476337052712584,0.0,0.00037674243375612206,0.015296369452599533,0.0,15382,0.6906313731794471
--_11049_11051,--,11049,11051,Deletion_reverse,1,0,0.000128783000643915,0.00012600806451612903,0.0,0.00012540757461750688,0.005098789817533178,0.0,15383,0.6841857971274863
--_11066_11068,--,11066,11068,Deletion_reverse,2,0,0.000259000259000259,0.00025409731927328164,0.0,0.000251004016064257,0.010197579635066355,0.0,15383,0.5308244139794548
--_11074_11078,--,11074,11078,Deletion_reverse,1,0,0.00013324450366422385,0.00012586532410320956,0.0,0.00012648621300278268,0.005098789817533178,0.0,15381,0.5914263828526316
--_11078_11080,--,11078,11080,Deletion_reverse,1,0,0.00012586532410320956,0.0001268713524486171,0.0,0.00012655024044545685,0.005098789817533178,0.0,15383,0.6875880710253309
--_1108_1110,--,1108,1110,Deletion_reverse,1,0,0.00012879958784131891,0.00012548625925461163,0.0,0.0001250625312656328,0.005098789817533178,0.0,15383,0.640928134424994
--_1108_925,--,1108,925,Insertion_reverse,1,0,0.00012879958784131891,0.0001291822761917065,0.0,0.000142025280499929,0.005098789817533178,0.0,15568,0.6411129293652917
--_1108_981,--,1108,981,Insertion_reverse,1,1,0.00012879958784131891,0.00012542330364981815,0.00012658227848101267,0.00012501562695336918,0.005098789817533178,0.00797317377843204,15512,0.5685419596914151
--_11101_11103,--,11101,11103,Deletion_reverse,14,0,0.0017627801561319568,0.001763668430335097,0.0,0.0017576898932831137,0.0713830574454645,0.0,15383,0.6456779721453395
--_11109_11111,--,11109,11111,Deletion_reverse,4,0,0.0005035246727089627,0.0005033979360684622,0.0,0.0005035246727089627,0.02039515927013271,0.0,15383,0.7473731214101546
--_11114_11116,--,11114,11116,Deletion_reverse,6,0,0.0007552870090634441,0.0007557626905151782,0.0,0.0007637474541751527,0.030592738905199066,0.0,15383,0.7530585834770767
--_11119_11121,--,11119,11121,Deletion_reverse,1,0,0.000126806999746386,0.0001268713524486171,0.0,0.00012691965985531158,0.005098789817533178,0.0,15383,0.7161591680347331
--_1111_1113,--,1111,1113,Deletion_reverse,1,0,0.0001260716086737267,0.00012727504136438844,0.0,0.00013154433043935807,0.005098789817533178,0.0,15383,0.6515310672377236
--_11124_11126,--,11124,11126,Deletion_reverse,4,0,0.0005076142131979696,0.000516328901510262,0.0,0.0005015673981191223,0.02039515927013271,0.0,15383,0.7415844581241592
--_11125_11128,--,11125,11128,Deletion_reverse,1,0,0.00012853470437017994,0.0001265022137887413,0.0,0.00012564392511622062,0.005098789817533178,0.0,15382,0.6911727603716947
--_11129_11131,--,11129,11131,Deletion_reverse,3,0,0.0003779289493575208,0.0003778813452575891,0.0,0.0003763643206624012,0.015296369452599533,0.0,15383,0.7207654792248914
--_1112_1119,--,1112,1119,Deletion_reverse,1,0,0.00012743723716069835,0.00013032712107389547,0.0,0.00012998830105290525,0.005098789817533178,0.0,15378,0.6841857971274863
--_11138_11228,--,11138,11228,Deletion_reverse,1,0,0.00013460761879122358,0.00012584948401711554,0.0,0.0001257071024512885,0.005098789817533178,0.0,15295,0.6396614140111454
--_11144_11146,--,11144,11146,Deletion_reverse,1,0,0.00012873326467559217,0.00012804097311139564,0.0,0.00012564392511622062,0.005098789817533178,0.0,15383,0.6654369974483372
--_1116_1118,--,1116,1118,Deletion_reverse,4,0,0.0005138746145940391,0.0005161290322580645,0.0,0.0005171299288946348,0.02039515927013271,0.0,15383,0.5399594959713855
--_11248_11120,--,11248,11120,Insertion_reverse,1,1,0.00012618296529968455,0.00012594458438287153,0.00012682308180088776,0.0001258019876714052,0.005098789817533178,0.00797317377843204,15513,0.6865610864913613
--_11283_11128,--,11283,11128,Insertion_reverse,1,0,0.00012583364791745311,0.0001265022137887413,0.0,0.00012564392511622062,0.005098789817533178,0.0,15540,0.6636551987744767
--_11284_11287,--,11284,11287,Deletion_reverse,1,0,0.00012583364791745311,0.00012642225031605562,0.0,0.00012645422357106728,0.005098789817533178,0.0,15382,0.5922768486923885
--_11285_11191,--,11285,11191,Insertion_reverse,1,0,0.0001259287243420224,0.00012565971349585322,0.0,0.00012938284383490748,0.005098789817533178,0.0,15479,0.6299964186654838
--_11286_11239,--,11286,11239,Insertion_reverse,1,0,0.0001258019876714052,0.0001285512276642242,0.0,0.00012621481761958855,0.005098789817533178,0.0,15432,0.6158973186121182
--_11290_11294,--,11290,11294,Deletion_reverse,2,0,0.0002516039753428104,0.0002516039753428104,0.0,0.00025003125390673836,0.010197579635066355,0.0,15381,0.6263842518387118
--_11294_11297,--,11294,11297,Deletion_reverse,1,0,0.0001258019876714052,0.00012618296529968455,0.0,0.00012903225806451613,0.005098789817533178,0.0,15382,0.6339053810165595
--_11300_11302,--,11300,11302,Deletion_reverse,1,0,0.00012632642748863063,0.00012584948401711554,0.0,0.0001252661906551422,0.005098789817533178,0.0,15383,0.7250277430572474
--_11301_11303,--,11301,11303,Deletion_reverse,5,0,0.0006305170239596469,0.0006325910931174089,0.0,0.0006598917777484492,0.02549394908766589,0.0,15383,0.7967010828821446
--_11303_11305,--,11303,11305,Deletion_reverse,1,0,0.00012651821862348178,0.00012581781580271766,0.0,0.00012805736970162632,0.005098789817533178,0.0,15383,0.7150213407560025
--_11304_11304,--,11304,11304,Insertion_reverse,1,0,0.00012621481761958855,0.00012621481761958855,0.0,0.0001286008230452675,0.005098789817533178,0.0,15385,0.7921906009435827
