cID_DI,BP,RI,sense,DVG_type,length_dvg,read_counts_virema,pBP_virema,pRI_virema,rpht_virema,read_counts_ditector,pBP_ditector,pRI_ditector,rpht_ditector
--_10503_14978,10503,14978,--,Deletion_reverse,10910,0,0.0,0.0,0.0,2,0.0002505323813102844,0.0,0.01064955411115653
--_1050_12721,1050,12721,--,Deletion_reverse,3714,0,0.0,0.0,0.0,1,0.00012512512512512512,0.0,0.005324777055578265
--_1050_1642,1050,1642,--,Deletion_reverse,14793,0,0.0,0.0,0.0,2,0.00025025025025025025,0.0,0.01064955411115653
--_10515_10273,10515,10273,--,Insertion_reverse,15627,0,0.0,0.0,0.0,2,0.00025207965717166626,0.0,0.01064955411115653
--_10517_10519,10517,10519,--,Deletion_reverse,15383,1,0.0001384083044982699,0.0001457301078402798,0.003363691320236734,0,0.0,0.00013061650992685477,0.0
--_1051_12380,1051,12380,--,Deletion_reverse,4056,0,0.0,0.0,0.0,1,0.00012514078338130396,0.0,0.005324777055578265
--_1051_14732,1051,14732,--,Deletion_reverse,1704,1,0.0001271617497456765,0.00012883277505797475,0.003363691320236734,1,0.00012514078338130396,0.000125250501002004,0.005324777055578265
--_10523_13083,10523,13083,--,Deletion_reverse,12825,0,0.0,0.0,0.0,2,0.00025009378516943853,0.0,0.01064955411115653
--_10525_10527,10525,10527,--,Deletion_reverse,15383,3,0.0004272287097692965,0.00045571927692541396,0.010091073960710201,0,0.0,0.00039052330122363966,0.0
--_10527_15259,10527,15259,--,Deletion_reverse,10653,0,0.0,0.0,0.0,2,0.0002603488674824265,0.0,0.01064955411115653
--_1052_1055,1052,1055,--,Deletion_reverse,15382,24,0.0030499428135722455,0.003056935422239205,0.08072859168568161,0,0.0,0.003000750187546887,0.0
--_1052_12723,1052,12723,--,Deletion_reverse,3714,8,0.001016647604524082,0.0012119375852143615,0.026909530561893873,17,0.002125,0.0010005002501250625,0.09052120994483052
--_1052_13635,1052,13635,--,Deletion_reverse,2802,1,0.00012708095056551024,0.00013399437223636607,0.003363691320236734,1,0.000125,0.00012594458438287153,0.005324777055578265
--_10535_12534,10535,12534,--,Deletion_reverse,13386,0,0.0,0.0,0.0,1,0.00012642225031605562,0.0,0.005324777055578265
--_10539_10541,10539,10541,--,Deletion_reverse,15383,1,0.0001430615164520744,0.0001391207568169171,0.003363691320236734,0,0.0,0.00012651821862348178,0.0
--_10543_10545,10543,10545,--,Deletion_reverse,15383,1,0.00014283673760891302,0.00013883104262113008,0.003363691320236734,0,0.0,0.00012635835228708617,0.0
--_10547_10549,10547,10549,--,Deletion_reverse,15383,1,0.0001397624039133473,0.00013815971262779773,0.003363691320236734,0,0.0,0.00012735608762098828,0.0
--_1054_14632,1054,14632,--,Deletion_reverse,1807,0,0.0,0.0,0.0,4,0.0005,0.0,0.02129910822231306
--_10556_13609,10556,13609,--,Deletion_reverse,12332,0,0.0,0.0,0.0,1,0.0001293493726555426,0.0,0.005324777055578265
--_1055_12072,1055,12072,--,Deletion_reverse,4368,0,0.0,0.0,0.0,3,0.00037509377344336085,0.0,0.015974331166734797
--_10571_5470,10571,5470,--,Insertion_reverse,20486,0,0.0,0.0,0.0,1,0.0001278935925310142,0.0,0.005324777055578265
--_10581_13749,10581,13749,--,Deletion_reverse,12217,0,0.0,0.0,0.0,1,0.00012603982858583313,0.0,0.005324777055578265
--_10587_10491,10587,10491,--,Insertion_reverse,15481,0,0.0,0.0,0.0,2,0.00025611473940325265,0.0,0.01064955411115653
--_10594_10490,10594,10490,--,Insertion_reverse,15489,0,0.0,0.0,0.0,1,0.00012586532410320956,0.0,0.005324777055578265
--_10625_10628,10625,10628,--,Deletion_reverse,15382,1,0.00014536996656490768,0.00013810247203424942,0.003363691320236734,0,0.0,0.0001259287243420224,0.0
--_1062_12823,1062,12823,--,Deletion_reverse,3624,0,0.0,0.0,0.0,1,0.00012501562695336918,0.0,0.005324777055578265
--_1062_14022,1062,14022,--,Deletion_reverse,2425,0,0.0,0.0,0.0,1,0.00012501562695336918,0.0,0.005324777055578265
--_10637_3323,10637,3323,--,Insertion_reverse,22699,0,0.0,0.0,0.0,1,0.00012661433274246644,0.0,0.005324777055578265
--_1063_12800,1063,12800,--,Deletion_reverse,3648,0,0.0,0.0,0.0,1,0.00012517211165352359,0.0,0.005324777055578265
--_10640_10644,10640,10644,--,Deletion_reverse,15381,1,0.00013900472616068947,0.00013873473917869035,0.003363691320236734,0,0.0,0.0001261193088661874,0.0
--_10647_10649,10647,10649,--,Deletion_reverse,15383,1,0.0001378929950358522,0.00013939224979091162,0.003363691320236734,0,0.0,0.00012861736334405144,0.0
--_10654_10656,10654,10656,--,Deletion_reverse,15383,1,0.00014367816091954023,0.00014259232853272493,0.003363691320236734,0,0.0,0.00012924906294429367,0.0
--_10675_12593,10675,12593,--,Deletion_reverse,13467,0,0.0,0.0,0.0,1,0.0001250625312656328,0.0,0.005324777055578265
--_10676_10678,10676,10678,--,Deletion_reverse,15383,1,0.00013921759710427398,0.00014394702749388226,0.003363691320236734,0,0.0,0.00012861736334405144,0.0
--_10679_10681,10679,10681,--,Deletion_reverse,15383,3,0.00043271311120726956,0.00043377674956622325,0.010091073960710201,0,0.0,0.00039093041438623924,0.0
--_10689_10691,10689,10691,--,Deletion_reverse,15383,4,0.0005519525320822409,0.0005641748942172073,0.013454765280946936,0,0.0,0.0005127547750288425,0.0
--_1068_1070,1068,1070,--,Deletion_reverse,15383,1,0.000127000254000508,0.00012727504136438844,0.003363691320236734,0,0.0,0.000125,0.0
--_1068_13873,1068,13873,--,Deletion_reverse,2580,0,0.0,0.0,0.0,1,0.00012498437695288088,0.0,0.005324777055578265
--_10716_15145,10716,15145,--,Deletion_reverse,10956,0,0.0,0.0,0.0,1,0.000125,0.0,0.005324777055578265
--_10723_10490,10723,10490,--,Insertion_reverse,15618,0,0.0,0.0,0.0,1,0.0001288161793121216,0.0,0.005324777055578265
--_10725_10492,10725,10492,--,Insertion_reverse,15618,0,0.0,0.0,0.0,1,0.00012761613067891782,0.0,0.005324777055578265
--_10728_15012,10728,15012,--,Deletion_reverse,11101,0,0.0,0.0,0.0,1,0.00013515339910798757,0.0,0.005324777055578265
--_1072_14225,1072,14225,--,Deletion_reverse,2232,0,0.0,0.0,0.0,1,0.00012545477355413375,0.0,0.005324777055578265
--_1073_13590,1073,13590,--,Deletion_reverse,2868,0,0.0,0.0,0.0,1,0.00012501562695336918,0.0,0.005324777055578265
--_1076_1128,1076,1128,--,Deletion_reverse,15333,0,0.0,0.0,0.0,1,0.00012634238787113077,0.0,0.005324777055578265
--_10770_10772,10770,10772,--,Deletion_reverse,15383,1,0.00013904338153503893,0.00014130281192595732,0.003363691320236734,0,0.0,0.00012773023374632777,0.0
--_1077_14710,1077,14710,--,Deletion_reverse,1752,0,0.0,0.0,0.0,2,0.0002501250625312656,0.0,0.01064955411115653
--_10781_10783,10781,10783,--,Deletion_reverse,15383,1,0.00015820281601012498,0.0001549666821633349,0.003363691320236734,0,0.0,0.00012976901116013495,0.0
--_1078_13595,1078,13595,--,Deletion_reverse,2868,1,0.00012845215157353886,0.0001330671989354624,0.003363691320236734,0,0.0,0.000125,0.0
--_10794_10796,10794,10796,--,Deletion_reverse,15383,2,0.00031938677738741617,0.00045014629754670267,0.006727382640473468,0,0.0,0.0002536783358701167,0.0
--_107_243,107,243,--,Deletion_reverse,15249,1,0.00012944983818770226,0.00012600806451612903,0.003363691320236734,0,0.0,0.000125,0.0
--_107_9054,107,9054,--,Deletion_reverse,6438,0,0.0,0.0,0.0,10,0.0013349352556401015,0.0,0.053247770555782656
--_10815_10817,10815,10817,--,Deletion_reverse,15383,1,0.00024906600249066,0.0001374192661811186,0.003363691320236734,0,0.0,0.00012759984688018373,0.0
--_1081_13028,1081,13028,--,Deletion_reverse,3438,4,0.0005107904482186183,0.0006843455945252353,0.013454765280946936,6,0.0007512207336922499,0.0005136766405547708,0.031948662333469595
--_1083_13030,1083,13030,--,Deletion_reverse,3438,0,0.0,0.0,0.0,1,0.00012554927809165097,0.0,0.005324777055578265
--_1086_1147,1086,1147,--,Deletion_reverse,15324,0,0.0,0.0,0.0,1,0.00012528188423953897,0.0,0.005324777055578265
--_10875_10877,10875,10877,--,Deletion_reverse,15383,2,0.0003228410008071025,0.00033305578684429644,0.006727382640473468,0,0.0,0.0002620888481195125,0.0
--_10885_10889,10885,10889,--,Deletion_reverse,15381,2,0.0004385964912280702,0.00027464982147761604,0.006727382640473468,0,0.0,0.00025290844714213456,0.0
--_1088_1090,1088,1090,--,Deletion_reverse,15383,7,0.0008977811978966269,0.0009384636010189033,0.023545839241657138,0,0.0,0.0008818342151675485,0.0
--_10892_12726,10892,12726,--,Deletion_reverse,13551,0,0.0,0.0,0.0,2,0.0002560491614389963,0.0,0.01064955411115653
--_10894_12943,10894,12943,--,Deletion_reverse,13336,0,0.0,0.0,0.0,1,0.00012642225031605562,0.0,0.005324777055578265
--_1090_916,1090,916,--,Insertion_reverse,15559,0,0.0,0.0,0.0,1,0.00012597631645250694,0.0,0.005324777055578265
--_1092_918,1092,918,--,Insertion_reverse,15559,0,0.0,0.0,0.0,1,0.0001277791975466394,0.0,0.005324777055578265
--_10948_14809,10948,14809,--,Deletion_reverse,11524,0,0.0,0.0,0.0,2,0.0002544853034737244,0.0,0.01064955411115653
--_10950_10953,10950,10953,--,Deletion_reverse,15382,2,0.00030206917384080956,0.0002747252747252747,0.006727382640473468,0,0.0,0.00025131942699170643,0.0
--_10959_10962,10959,10962,--,Deletion_reverse,15382,0,0.0,0.0,0.0,1,0.00012547051442910915,0.0,0.005324777055578265
--_1095_14872,1095,14872,--,Deletion_reverse,1608,0,0.0,0.0,0.0,1,0.0001277791975466394,0.0,0.005324777055578265
--_10983_10983,10983,10983,--,Insertion_reverse,15385,1,0.00013831258644536652,0.00013831258644536652,0.003363691320236734,0,0.0,0.0001259287243420224,0.0
--_10987_10989,10987,10989,--,Deletion_reverse,15383,1,0.00013984058173682003,0.00014170327334561429,0.003363691320236734,0,0.0,0.00012682308180088776,0.0
--_1098_14730,1098,14730,--,Deletion_reverse,1753,0,0.0,0.0,0.0,17,0.0021351419241396634,0.0,0.09052120994483052
--_10997_10999,10997,10999,--,Deletion_reverse,15383,6,0.0008408071748878924,0.0008228195282501371,0.020182147921420403,0,0.0,0.00075,0.0
--_1099_14731,1099,14731,--,Deletion_reverse,1753,2,0.00025967281225655674,0.0002577319587628866,0.006727382640473468,1,0.00012640626975097966,0.0002538715410002539,0.005324777055578265
--_1099_9380,1099,9380,--,Deletion_reverse,7104,0,0.0,0.0,0.0,1,0.00012640626975097966,0.0,0.005324777055578265
--_109_11336,109,11336,--,Deletion_reverse,4158,0,0.0,0.0,0.0,1,0.00015943877551020407,0.0,0.005324777055578265
--_109_14925,109,14925,--,Deletion_reverse,569,0,0.0,0.0,0.0,3,0.00047831632653061223,0.0,0.015974331166734797
--_1100_12999,1100,12999,--,Deletion_reverse,3486,0,0.0,0.0,0.0,2,0.0002547446185199338,0.0,0.01064955411115653
--_1100_13167,1100,13167,--,Deletion_reverse,3318,2,0.0002553626149131767,0.000271370420624152,0.006727382640473468,3,0.00038211692777990065,0.00025021894157387716,0.015974331166734797
--_11010_9944,11010,9944,--,Insertion_reverse,16451,0,0.0,0.0,0.0,1,0.0001291155584247902,0.0,0.005324777055578265
--_11014_11017,11014,11017,--,Deletion_reverse,15382,1,0.00014534883720930232,0.00014708045300779526,0.003363691320236734,0,0.0,0.00012629451881788332,0.0
--_11020_11022,11020,11022,--,Deletion_reverse,15383,2,0.00031084861672365556,0.0003089757454039858,0.006727382640473468,0,0.0,0.00025003125390673836,0.0
--_11023_5284,11023,5284,--,Insertion_reverse,21124,0,0.0,0.0,0.0,1,0.00012761613067891782,0.0,0.005324777055578265
--_11028_11031,11028,11031,--,Deletion_reverse,15382,2,0.0003205128205128205,0.0002737850787132101,0.006727382640473468,0,0.0,0.00025926886180969663,0.0
--_1102_1104,1102,1104,--,Deletion_reverse,15383,2,0.0002569043031470777,0.00025903380391141046,0.006727382640473468,0,0.0,0.0002514774299006664,0.0
--_1102_13366,1102,13366,--,Deletion_reverse,3121,0,0.0,0.0,0.0,2,0.00025287646984448094,0.0,0.01064955411115653
--_11038_11040,11038,11040,--,Deletion_reverse,15383,2,0.00028042624789680314,0.0002981959147159684,0.006727382640473468,0,0.0,0.0002584313218762114,0.0
--_11041_7290,11041,7290,--,Insertion_reverse,19136,0,0.0,0.0,0.0,1,0.00012732365673542143,0.0,0.005324777055578265
--_1105_1107,1105,1107,--,Deletion_reverse,15383,1,0.00012903225806451613,0.0001272426517368622,0.003363691320236734,0,0.0,0.000125,0.0
--_1105_14966,1105,14966,--,Deletion_reverse,1524,0,0.0,0.0,0.0,2,0.00025081514923501377,0.0,0.01064955411115653
--_11068_10548,11068,10548,--,Insertion_reverse,15905,0,0.0,0.0,0.0,1,0.00012800819252432156,0.0,0.005324777055578265
--_11074_11076,11074,11076,--,Deletion_reverse,15383,1,0.00013943112102621306,0.00013691128148959474,0.003363691320236734,0,0.0,0.00012548625925461163,0.0
--_11103_11105,11103,11105,--,Deletion_reverse,15383,1,0.00014182385477237272,0.00013827433628318584,0.003363691320236734,0,0.0,0.0001273074474856779,0.0
--_11109_11111,11109,11111,--,Deletion_reverse,15383,3,0.00041095890410958907,0.00041140976412506856,0.010091073960710201,0,0.0,0.0003763643206624012,0.0
--_11114_11116,11114,11116,--,Deletion_reverse,15383,1,0.00013723068478111705,0.0001375137513751375,0.003363691320236734,0,0.0,0.00012600806451612903,0.0
--_11126_11128,11126,11128,--,Deletion_reverse,15383,1,0.00014031149151115475,0.00013896609227348526,0.003363691320236734,0,0.0,0.0001268713524486171,0.0
--_1112_1119,1112,1119,--,Deletion_reverse,15378,1,0.00012800819252432156,0.0001302252897512697,0.003363691320236734,0,0.0,0.00012795905310300704,0.0
--_1112_14721,1112,14721,--,Deletion_reverse,1776,0,0.0,0.0,0.0,1,0.00012635835228708617,0.0,0.005324777055578265
--_1113_6655,1113,6655,--,Deletion_reverse,9843,0,0.0,0.0,0.0,2,0.0002584313218762114,0.0,0.01064955411115653
--_11159_1218,11159,1218,--,Insertion_reverse,25326,0,0.0,0.0,0.0,2,0.00025081514923501377,0.0,0.01064955411115653
--_1115_14226,1115,14226,--,Deletion_reverse,2274,0,0.0,0.0,0.0,1,0.00012634238787113077,0.0,0.005324777055578265
--_11166_15095,11166,15095,--,Deletion_reverse,11456,0,0.0,0.0,0.0,1,0.0001265022137887413,0.0,0.005324777055578265
--_1116_1118,1116,1118,--,Deletion_reverse,15383,8,0.0010589013898080742,0.001035598705501618,0.026909530561893873,0,0.0,0.0010143273741600102,0.0
--_11172_15101,11172,15101,--,Deletion_reverse,11456,1,0.0007390983000739098,0.00012759984688018373,0.003363691320236734,0,0.0,0.00012528188423953897,0.0
--_111_25,111,25,--,Insertion_reverse,15471,0,0.0,0.0,0.0,1,0.00019179133103183735,0.0,0.005324777055578265
--_1121_14268,1121,14268,--,Deletion_reverse,2238,2,0.0002799552071668533,0.00026305405760883863,0.006727382640473468,3,0.00038236043843996943,0.000251414204902577,0.015974331166734797
--_11244_11244,11244,11244,--,Insertion_reverse,15385,1,0.00013779798814937303,0.00013779798814937303,0.003363691320236734,0,0.0,0.00012575452716297788,0.0
--_11245_14785,11245,14785,--,Deletion_reverse,11845,0,0.0,0.0,0.0,2,0.000250689395838556,0.0,0.01064955411115653
--_11247_14787,11247,14787,--,Deletion_reverse,11845,0,0.0,0.0,0.0,1,0.00012577034335303736,0.0,0.005324777055578265
--_1125_1127,1125,1127,--,Deletion_reverse,15383,10,0.0014738393515106854,0.001271617497456765,0.033636913202367336,0,0.0,0.0013126804935678655,0.0
--_1126_15151,1126,15151,--,Deletion_reverse,1360,0,0.0,0.0,0.0,2,0.00025849812588858733,0.0,0.01064955411115653
--_11278_11186,11278,11186,--,Insertion_reverse,15477,0,0.0,0.0,0.0,1,0.00012514078338130396,0.0,0.005324777055578265
--_11280_11258,11280,11258,--,Insertion_reverse,15407,0,0.0,0.0,0.0,1,0.00012603982858583313,0.0,0.005324777055578265
--_11283_11191,11283,11191,--,Insertion_reverse,15477,1,0.00013689253935660506,0.0001366867140513942,0.003363691320236734,0,0.0,0.00012827090815802975,0.0
--_11284_11262,11284,11262,--,Insertion_reverse,15407,1,0.000136986301369863,0.00013681762210972773,0.003363691320236734,2,0.00025176233635448137,0.00012706480304955527,0.01064955411115653
--_11291_11247,11291,11247,--,Insertion_reverse,15429,0,0.0,0.0,0.0,1,0.00012893243940175349,0.0,0.005324777055578265
--_1129_13994,1129,13994,--,Deletion_reverse,2520,0,0.0,0.0,0.0,1,0.00014060742407199101,0.0,0.005324777055578265
--_11303_11305,11303,11305,--,Deletion_reverse,15383,2,0.0002754062241806665,0.00027386005751061206,0.006727382640473468,0,0.0,0.00025009378516943853,0.0
--_11304_11307,11304,11307,--,Deletion_reverse,15382,2,0.00027536830510808204,0.0002740852405097985,0.006727382640473468,0,0.0,0.0002508780732563974,0.0
